Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Document Type,Publication Stage,Open Access,Source,EID
"Ayvaz-Cavdaroglu N., Gauri D.K., Webster S.","57190976811;23972182900;7101874279;","Empirical Evidence of Revenue Management in the Cruise Line Industry",2019,"Journal of Travel Research","58","1",,"104","120",,12,"10.1177/0047287517737178","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054977352&doi=10.1177%2f0047287517737178&partnerID=40&md5=62639775d61a5bf2b3efeccd074ddc16","Business Administration Department, Kadir Has University, Istanbul, Turkey; Walton College of Business, University of Arkansas, Fayetteville, AR, United States; WP Carey School of Business, Arizona State University, Tempe, AZ, United States","Ayvaz-Cavdaroglu, N., Business Administration Department, Kadir Has University, Istanbul, Turkey; Gauri, D.K., Walton College of Business, University of Arkansas, Fayetteville, AR, United States; Webster, S., WP Carey School of Business, Arizona State University, Tempe, AZ, United States","Revenue management (RM) has received considerable attention from both academic and business professionals. It encompasses several techniques regarding capacity allocation, pricing, and resource management of fixed, time-sensitive capacity. RM can be roughly divided into two categories defined by the control mechanism that increases revenue: capacity allocation or price optimization. Our work falls in the latter category. In our model, we allow for partial substitutability among products (e.g., a customer making a purchase decision may consider multiple alternatives—different departure dates, different destinations, different cabin types). We also include marketing expense in addition to prices as a lever for increasing revenue. These features are relevant to dynamic pricing in practice. The method is illustrated with booking data from a cruise company, yielding optimal advertising and prices for 300 products. The application of the model results in an increase in revenue in the range of 8%–20%. © The Author(s) 2017.","cruise industry; empirical application; multinomial choice model; revenue management","advertising; empirical analysis; marketing; numerical model; price determination; price dynamics; resource management; Vindula arsinoe",Article,"Final","",Scopus,2-s2.0-85054977352
"Jeong M., Minson J., Yeomans M., Gino F.","57212150024;36453195800;57190018738;57211739251;","Communicating with warmth in distributive negotiations is surprisingly counterproductive",2019,"Management Science","65","12",,"5813","5837",,11,"10.1287/mnsc.2018.3199","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075990300&doi=10.1287%2fmnsc.2018.3199&partnerID=40&md5=a9d405523e5d3ebbb9af067341a872a9","Harvard Business School, Boston, MA  02163, United States; Harvard Kennedy School, Cambridge, MA  02138, United States","Jeong, M., Harvard Business School, Boston, MA  02163, United States; Minson, J., Harvard Kennedy School, Cambridge, MA  02138, United States; Yeomans, M., Harvard Business School, Boston, MA  02163, United States; Gino, F., Harvard Business School, Boston, MA  02163, United States","When entering into a negotiation, individuals have the choice to enact a variety of communication styles. We test the differential impact of being “warm and friendly” versus “tough and firm” in a distributive negotiation when first offers are held constant and concession patterns are tracked. We train a natural language processing algorithm to precisely quantify the difference between how people enact warm and friendly versus tough and firm communication styles. We find that the two styles differ primarily in length and their expressions of politeness (Study 1). Negotiators with a tough and firm communication style achieved better economic outcomes than negotiators with a warm and friendly communication style in both a field experiment (Study 2) and a laboratory experiment (Study 3). This was driven by the fact that offers delivered in tough and firm language elicited more favorable counteroffers. We further find that the counterparts of warm and friendly versus tough and firm negotiators did not report different levels of satisfaction or enjoyment of their interactions (Study 3). Finally, we document that individuals' lay beliefs are in direct opposition to our findings: participants believe that authors of warmly worded negotiation offers will be better liked and will achieve better economic outcomes (Study 4). © 2019 INFORMS.","Behavior; Behavior and behavioral decision making; Decision making; Economics; Effectiveness performance; Organizational studies","Behavioral research; Decision making; Economics; Natural language processing systems; Behavior; Behavioral decision makings; Communication styles; Distributive negotiations; Effectiveness performance; Laboratory experiments; NAtural language processing; Organizational studies; Economic analysis",Article,"Final","",Scopus,2-s2.0-85075990300
"Khordagui N.","57096052400;","Parking prices and the decision to drive to work: Evidence from California",2019,"Transportation Research Part A: Policy and Practice","130",,,"479","495",,11,"10.1016/j.tra.2019.09.064","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073034736&doi=10.1016%2fj.tra.2019.09.064&partnerID=40&md5=fa0284ad01a93ca3b5bb84dddb51d44b","US Department of Transportation, Office of Inspector General, 1200 New Jersey Avenue, SE, Washington, DC, 20590, United States","Khordagui, N., US Department of Transportation, Office of Inspector General, 1200 New Jersey Avenue, SE, Washington, DC, 20590, United States","This paper explores the impact of parking prices on the decision to drive to work using a California household travel survey dataset and a discrete choice model. The paper tackles estimation challenges posed by insufficient parking information. The first challenge is the estimation of parking prices for those who do not drive, which is addressed by using a sample selection model. The second challenge is to understand the effect of the extent of the prevalence of Employer-Paid parking coupled with incentive programs offered in-lieu of parking. To address this challenge, two extreme scenarios are examined, and a range for the marginal effects of parking prices is estimated; one scenario assumes everyone receives Employer-Paid parking coupled with in-lieu of parking incentives, and the second assumes that no one is offered such incentives. The results suggest that higher parking prices reduce driving, regardless of the followed approach. It is estimated that a 10% increase in parking prices leads to a 1–2 percentage point decline in the probability of driving to work. This range varies with initial parking prices, where the lower end of the range increases at a decreasing rate, and the higher end peaks at $2.5 and decreases with higher prices. Moreover, there seems to be no evidence of sample selection bias. The evidence confirms that parking pricing can indeed be an effective transportation demand management tool. © 2019 Elsevier Ltd","Cash-out program; Commute mode choice; Employer-paid parking; Parking prices; Transportation demand management","Motor transportation; Cash-out program; Discrete choice models; Household travel surveys; Mode choice; Parking informations; Sample selection bias; Sample selection models; Transportation demand management; Costs; commuting; discrete choice analysis; household survey; incentive; numerical model; parking; travel demand; California; United States",Article,"Final","",Scopus,2-s2.0-85073034736
"Hundie S.K., Daksa M.D.","57207760617;57194576959;","Does energy-environmental Kuznets curve hold for Ethiopia? The relationship between energy intensity and economic growth",2019,"Journal of Economic Structures","8","1","21","","",,11,"10.1186/s40008-019-0154-2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067894778&doi=10.1186%2fs40008-019-0154-2&partnerID=40&md5=7f2f2a49e2ebdace555d979b8695b055","School of Policy Studies, Ethiopian Civil Service University, Addis Ababa, Ethiopia; Western Michigan University, Kalamazoo, United States","Hundie, S.K., School of Policy Studies, Ethiopian Civil Service University, Addis Ababa, Ethiopia; Daksa, M.D., Western Michigan University, Kalamazoo, United States","Reducing energy intensity is an important element for Ethiopia to achieve its ambitious climate-resilient growth goals. Understanding the factors that determine energy intensity plays a crucial role for academics and policymakers to formulate sound energy conservation and energy efficiency policies. This article investigates drivers of energy intensity in Ethiopia over the period of 1974–2014. The ARDL bounds test approach to cointegration and FMOLS-based Hansen parameter instability test methods were applied to examine the long-run relationship among the variables. The result reveals that there is an inverted U-shape or Environmental Kuznets curve-type relationship between economic growth and energy intensity, implying that economic growth at early (industrialization) stage of development spurs energy intensity while delinking occurs at the later stages of development. Urbanization increases energy intensity, while impact of import is negative. The Toda–Yamamoto Granger causality test result shows a bidirectional causal relationship between import and energy intensity. Moreover, energy intensity Granger causes aid and industrialization. © 2019, The Author(s).","ARDL; Economic growth; Energy intensity; Ethiopia; FMOLS",,Article,"Final","",Scopus,2-s2.0-85067894778
"Wilkinson B., Cohen-Hatton S.R., Honey R.C.","57205659087;55772586900;7004838561;","Decision-making in multi-agency groups at simulated major incident emergencies: In situ analysis of adherence to UK doctrine",2019,"Journal of Contingencies and Crisis Management","27","4",,"306","316",,11,"10.1111/1468-5973.12260","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060982461&doi=10.1111%2f1468-5973.12260&partnerID=40&md5=43b88447ef49d5c1c039e571f1e0f742","School of Psychology, Cardiff University, Cardiff, United Kingdom; London Fire Brigade, London, United Kingdom","Wilkinson, B., School of Psychology, Cardiff University, Cardiff, United Kingdom; Cohen-Hatton, S.R., School of Psychology, Cardiff University, Cardiff, United Kingdom, London Fire Brigade, London, United Kingdom; Honey, R.C., School of Psychology, Cardiff University, Cardiff, United Kingdom","When major incident emergencies occur in the UK (e.g., a terrorist attack), senior representatives convene from local emergency services, civil resource organizations, health agencies, and government. These groups make decisions that minimize the societal and economic impacts of major incidents. Their adherence to UK doctrine was assessed using video footage of 18 groups responding to a major incident in a simulation suite, and six groups responding to a large-scale exercise. There were marked between-group differences in the sequencing of decision-making activities, and limited consideration of alternative courses of action. These results provide an impetus for future policy, guidance, and training to address (a) between-group inconsistency in decision processes and (b) the lack of consideration of alternative courses of action. © 2019 The Authors Journal of Contingencies and Crisis Management Published by John Wiley & Sons Ltd",,"decision making; economic impact; in situ measurement; United Kingdom",Article,"Final","",Scopus,2-s2.0-85060982461
"Jiang M., Li J., Paudel K.P., Mi Y.","57200649088;57208085921;6603654778;55951546400;","Factors affecting agricultural land transfer-out in China: a semiparametric instrumental variable model",2019,"Applied Economics Letters","26","20",,"1729","1733",,11,"10.1080/13504851.2019.1593929","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063730173&doi=10.1080%2f13504851.2019.1593929&partnerID=40&md5=867251ee7469ca5cdd506756b3c2a491","College of Economics and Business, South China Agricultural University, Guangzhou, China; Louisiana State University (LSU) and LSU Agricultural Center, Baton Rouge, LA, United States","Jiang, M., College of Economics and Business, South China Agricultural University, Guangzhou, China; Li, J., College of Economics and Business, South China Agricultural University, Guangzhou, China; Paudel, K.P., College of Economics and Business, South China Agricultural University, Guangzhou, China, Louisiana State University (LSU) and LSU Agricultural Center, Baton Rouge, LA, United States; Mi, Y., College of Economics and Business, South China Agricultural University, Guangzhou, China","This paper uses a semiparametric instrumental variable model to study the determinants of agricultural land transfer-out, using face-to-face survey data collected in 2014 from 2,677 farmers in nine provinces of China. Results show that variables, such as the number of parcels of land, the collective’s total land transfer-out, and the availability of a transportation network, have significant linear positive effects on households’ farmland transfer-out. Having family members with a lower educational level affect land transfer-out negatively. Landholding size and land idling have an inverted-U and L shaped impact, respectively, on land transfer-out. Results also indicate that agricultural income ratio has an overall negative influence on land transfer out. Land transfer-out has the potential to provide opportunities to earn additional income from the land, increase land productivity, and reduce poverty in rural China. © 2019, © 2019 Informa UK Limited, trading as Taylor & Francis Group.","land transfer out; nonparametric determinants; parametric determinants; Semiparametric model","agricultural land; household income; landholding; numerical model; survey; transportation system; China",Article,"Final","",Scopus,2-s2.0-85063730173
"de Menezes L.M., Escrig A.B.","7004236001;57211802042;","Managing performance in quality management: A two-level study of employee perceptions and workplace performance",2019,"International Journal of Operations and Production Management","39","11",,"1226","1259",,11,"10.1108/IJOPM-03-2019-0207","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075064952&doi=10.1108%2fIJOPM-03-2019-0207&partnerID=40&md5=85c5daaa7ccb7bd39f2f5ee6f5bb6e20","Cass Business School, City, University of London, London, United Kingdom; Department of Business Administration and Marketing, Universitat Jaume I, Castellón de la Plana, Spain","de Menezes, L.M., Cass Business School, City, University of London, London, United Kingdom; Escrig, A.B., Department of Business Administration and Marketing, Universitat Jaume I, Castellón de la Plana, Spain","Purpose: The purpose of this paper is to address potential effects of the control element in quality management. First, behavioural theories on how elements of performance management can affect organisational performance are examined. Second, theoretical models on how perceptions of work conditions may impact well-being and performance are considered. Direct and indirect pathways from performance management to productivity/quality are inferred. Design/methodology/approach: Matched employee-workplace data from an economy-wide survey in Britain and two-level structural equation models are used to test the hypothesised associations. Findings: The use of practices in workplaces is inconsistent with a unified performance management approach. Distinct outcomes are expected from separate components in performance management and some may be contingent on workplace size. For example, within quality planning, strategy dissemination is positively associated with workplace productivity; targets are negatively associated with perceptions of job demands and positively correlated with job satisfaction, which in turn can increase workplace productivity. With respect to information and analysis: keeping and analysing records, or monitoring employee performance via appraisals that assess training needs, are positively associated with workplace productivity and quality. Originality/value: This paper illustrates how control in quality management can be effective. Although the merits of performance management are subject to ongoing debate, arguments in the literature have tended to focus on performance appraisal. Analyses of economy-wide data linking performance management practices, within quality management, to employee perceptions of work conditions, well-being and aggregate performance are rare. © 2019, Emerald Publishing Limited.","Employee perceptions of work conditions; Performance; Performance management; Productivity; Quality; Quality management",,Article,"Final","",Scopus,2-s2.0-85075064952
"Elliott R.J.R., Liu Y., Strobl E., Tong M.","57218375741;57211087794;56011465800;57210704316;","Estimating the direct and indirect impact of typhoons on plant performance: Evidence from Chinese manufacturers",2019,"Journal of Environmental Economics and Management","98",,"102252","","",,11,"10.1016/j.jeem.2019.102252","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071238471&doi=10.1016%2fj.jeem.2019.102252&partnerID=40&md5=0d8e5dbf97965a704e4ecd698f40e77e","University of Birmingham, United Kingdom; University of Bern, Switzerland","Elliott, R.J.R., University of Birmingham, United Kingdom; Liu, Y., University of Birmingham, United Kingdom; Strobl, E., University of Bern, Switzerland; Tong, M., University of Birmingham, United Kingdom","We quantify the impact of typhoons on manufacturing plants in China. To this end we construct a panel data set of precisely geo-located plants and a plant-level measure of typhoon damage derived from storm track data and a wind field model. Our econometric results reveal that the impact on plant sales can be considerable, although the effects are relatively short-lived. Annual total costs to Chinese plants from typhoons are estimated to be in the range of US$ 3.2 billion (2017 prices), or about 1 per cent of average turnover. When we examine the channels by which plants react to a storm event we find that there is some buffering through an increase in debt and a reduction in liquidity. In terms of propagating the shock through foreign or domestic channels, our estimates suggest that plants prefer to reduce sales to domestic buyers more than foreign buyers and purchases from foreign rather than domestic suppliers. We also find some evidence of a negative indirect effect on turnover through spillovers from customers and a positive effect through damage to very nearby competitors. © 2019 Elsevier Inc.","China; Economic impact; Plants; Typhoons; Wind field model","Costs; Manufacture; Sales; Storms; China; Chinese manufacturers; Direct and indirect impacts; Economic impacts; Manufacturing plant; Plant performance; Plants; Wind field modeling; Hurricanes; cost analysis; economic impact; environmental economics; estimation method; model; storm track; typhoon; China",Article,"Final","",Scopus,2-s2.0-85071238471
"Burden M., Fujita R.","37119836800;7103049277;","Better fisheries management can help reduce conflict, improve food security, and increase economic productivity in the face of climate change",2019,"Marine Policy","108",,"103610","","",,11,"10.1016/j.marpol.2019.103610","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068770071&doi=10.1016%2fj.marpol.2019.103610&partnerID=40&md5=f36ff6fb8b1fdbfc799a0bc5af185fb7","Environmental Defense Fund, 123 Mission Street, 28th Floor, San Francisco, CA  94105, United States","Burden, M., Environmental Defense Fund, 123 Mission Street, 28th Floor, San Francisco, CA  94105, United States; Fujita, R., Environmental Defense Fund, 123 Mission Street, 28th Floor, San Francisco, CA  94105, United States","Fisheries provide food for billions of people and employ tens of millions. Climate change is already causing changes in the distribution and abundance of many of the fish stocks that support fisheries, resulting in overfishing and conflicts arising from changes in access to fisheries and in the distribution of fishery benefits. If business continues as usual, these problems will likely get worse, with 80% of the worlds stocks falling into an overfished status by the middle of the next decade. This does not have to be the case. Many fishery challenges posed by climate change, such as changes in stock abundance and distribution, are familiar. Fisheries have developed effective ways to address them, such as harvest control rules that vary with climate regime, frequent monitoring, and adaptive management systems. However, many of these approaches are not yet widespread. Indeed more than 80% of the world's catch is derived from stocks without a formal stock assessment, which makes implementation of robust forms of management problematic. Moreover, climate change is introducing new kinds of challenges, such as the introduction of new species into fisheries. A great deal of political will, capacity building, and collective action will be necessary to scale fisheries management that is responsive and adaptive to climate change. If this can be accomplished, recent projections suggest that many fisheries could continue to produce good yields and rebuild depleted stocks even in the face of moderate climate change. © 2019 Elsevier Ltd","Adaptive management; Climate change impacts; Fisheries","adaptive management; climate change; climate effect; conflict management; fishery management; food security; productivity; stock assessment",Article,"Final","",Scopus,2-s2.0-85068770071
"Nansai K., Kondo Y., Giurco D., Sussman D., Nakajima K., Kagawa S., Takayanagi W., Shigetomi Y., Tohno S.","55942735500;57203953434;16834476400;57205730124;35094434700;35773505400;57193339913;56028497000;7005864717;","Nexus between economy-wide metal inputs and the deterioration of sustainable development goals",2019,"Resources, Conservation and Recycling","149",,,"12","19",,11,"10.1016/j.resconrec.2019.05.017","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066269440&doi=10.1016%2fj.resconrec.2019.05.017&partnerID=40&md5=655ff7997ffe9e34a2c4576a7d325f91","Center for Material Cycles and Waste Management Research, National Institute for Environmental Studies, 16-2 Onogawa, Tsukuba, 305-8506, Japan; Integrated Sustainability Analysis (ISA), School of Physics, Faculty of Science, The University of Sydney, Camperdown, NSW  2006, Australia; Faculty of Political Science and Economics, Waseda University, 1-6-1 Nishi-Waseda, Shinjuku-ku, Tokyo, 169-8050, Japan; Institute for Sustainable Futures, University of Technology Sydney, 235 Jones St, Ultimo, 2007, Australia; Global Development and Environment Institute, Tufts University, 44 Teele Avenue, Somerville, MA  02144, United States; Faculty of Economics, Kyushu University, 744 Motooka, Nish-ku, Fukuoka  819-0395, Japan; Faculty of Environmental Science, Nagasaki University, 1-14, Bunkyo-machi, Nagasaki, 852-8521, Japan; Graduate School of Energy Science, Kyoto University, Sakyo-ku, Kyoto, 606-8501, Japan","Nansai, K., Center for Material Cycles and Waste Management Research, National Institute for Environmental Studies, 16-2 Onogawa, Tsukuba, 305-8506, Japan, Integrated Sustainability Analysis (ISA), School of Physics, Faculty of Science, The University of Sydney, Camperdown, NSW  2006, Australia; Kondo, Y., Faculty of Political Science and Economics, Waseda University, 1-6-1 Nishi-Waseda, Shinjuku-ku, Tokyo, 169-8050, Japan; Giurco, D., Institute for Sustainable Futures, University of Technology Sydney, 235 Jones St, Ultimo, 2007, Australia; Sussman, D., Global Development and Environment Institute, Tufts University, 44 Teele Avenue, Somerville, MA  02144, United States; Nakajima, K., Center for Material Cycles and Waste Management Research, National Institute for Environmental Studies, 16-2 Onogawa, Tsukuba, 305-8506, Japan; Kagawa, S., Faculty of Economics, Kyushu University, 744 Motooka, Nish-ku, Fukuoka  819-0395, Japan; Takayanagi, W., Center for Material Cycles and Waste Management Research, National Institute for Environmental Studies, 16-2 Onogawa, Tsukuba, 305-8506, Japan; Shigetomi, Y., Faculty of Environmental Science, Nagasaki University, 1-14, Bunkyo-machi, Nagasaki, 852-8521, Japan; Tohno, S., Graduate School of Energy Science, Kyoto University, Sakyo-ku, Kyoto, 606-8501, Japan","This study investigates, at the country level, the adverse effects of changes in metal inputs on the achievement of sustainable development goals (SDGs). It also highlights the relationships between metals use and various socio-economic consequences that urgently require decoupling in order to achieve the SDGs. We performed panel data analysis to evaluate, on a national scale and over a ten-year period (2004–2013), the impact of changes in the material flows of 11 metals on 96 SDG indicators corresponding to the 17 SDGs defined by the UN. On average, an increase in the material flow of the targeted metals was found to be correlated with a deterioration in approximately 10% of the 96 indicators. Among the affected SDGs, the adverse impact of metals on SDG 3 (Health), SDG 8 (Economic Growth), and SDG 16 (Peace, Justice, and Strong Institutions)was particularly noteworthy. More SDGs were negatively impacted in metal-mining countries than in metal-importing countries. © 2019 The Author(s)","International trade; Material flow; Mining; Scarce metals; Social impact; Sustainable development","Deterioration; International trade; Metals; Mining; Planning; Sustainable development; Adverse effect; Economic growths; Impact of changes; Material Flow; Metal mining; Panel data analysis; Social impact; Socio-economic consequences; Economic and social effects; heavy metal; international trade; material flow analysis; mining; panel data; social impact assessment; sustainable development; Article; controlled study; economic development; energy consumption; explanatory variable; human; limit of quantitation; population research; poverty; scoring system; socioeconomics; sustainable development; sustainable development goal; urban area",Article,"Final","",Scopus,2-s2.0-85066269440
"Burger K., White L., Yearworth M.","56118411300;7402225846;6602655577;","Developing a smart operational research with hybrid practice theories",2019,"European Journal of Operational Research","277","3",,"1137","1150",,11,"10.1016/j.ejor.2019.03.027","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063973013&doi=10.1016%2fj.ejor.2019.03.027&partnerID=40&md5=e247c40ebf5642f82b224130d5a67cd5","Department of Management, University of BristolBS8 1TU, United Kingdom; Operational Research & Management Sciences, Warwick Business School, University of WarwickCV4 7AL, United Kingdom; Centre for Simulation, Analytics & Modelling (CSAM), Business School, University of ExeterEX4 4ST, United Kingdom","Burger, K., Department of Management, University of BristolBS8 1TU, United Kingdom; White, L., Operational Research & Management Sciences, Warwick Business School, University of WarwickCV4 7AL, United Kingdom; Yearworth, M., Centre for Simulation, Analytics & Modelling (CSAM), Business School, University of ExeterEX4 4ST, United Kingdom","The growth of technology-rich data-driven decision environments is seen by some as a challenge to the future relevance of Operational Research. Extant research remains unspecific about the distinct contribution that Operational Research can make in environments that are influenced by big data, data science and analytics. This paper explores the possibility that these environments hold the potential for a new integrative Operational Research offering, which we conceptualise as Smart Operational Research. In developing this proposal, we combine automated co-occurrence analysis of a corpus of literature with human-driven data interpretation to identify instantiations of hybrid decision-making. We then bring theory and practice together to outline the Smart Operational Research framework with the overall aim to enhance actionable insight and positive results for Operational Research practitioners. © 2019 The Authors","Co-occurrence mapping; Decision processes; Decision-support; Hybrid practice theories; Hybridity","Decision making; Co-occurrence; Decision process; Decision supports; Hybrid practices; Hybridity; Decision support systems",Article,"Final","",Scopus,2-s2.0-85063973013
"Cortazar G., Millard C., Ortega H., Schwartz E.S.","6602396790;57211030994;56825382900;56823824000;","Commodity price forecasts, futures prices, and pricing models",2019,"Management Science","65","9",,"4141","4155",,11,"10.1287/mnsc.2018.3035","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072320811&doi=10.1287%2fmnsc.2018.3035&partnerID=40&md5=ef0a0d993a144dc91fe8a2a16e215be5","Pontificia Universidad Católica de Chile, Santiago, Chile; Beedie School of Business, Simon Fraser University, Vancouver, BC  V6C 1W6, Canada; UCLA Anderson Graduate School of Management, University of California, Los Angeles, Los Angeles, CA  90095, United States; National Bureau of Economic Research, Cambridge, MA  02138, United States","Cortazar, G., Pontificia Universidad Católica de Chile, Santiago, Chile; Millard, C., Pontificia Universidad Católica de Chile, Santiago, Chile; Ortega, H., Pontificia Universidad Católica de Chile, Santiago, Chile; Schwartz, E.S., Beedie School of Business, Simon Fraser University, Vancouver, BC  V6C 1W6, Canada, UCLA Anderson Graduate School of Management, University of California, Los Angeles, Los Angeles, CA  90095, United States, National Bureau of Economic Research, Cambridge, MA  02138, United States","Even though commodity-pricing models have been successful in fitting the term structure of futures prices and its dynamics, they do not generate accurate true distributions of spot prices. This paper develops a new approach to calibrate these models using not only observations of oil futures prices, but also analysts’ forecasts of oil spot prices. We conclude that to obtain reasonable expected spot curves, analysts’ forecasts should be used, either alone or jointly with futures data. The use of both futures and forecasts, instead of using only forecasts, generates expected spot curves that do not differ considerably in the short/medium term, but long term estimations are significantly different. The inclusion of analysts’ forecasts in addition to futures, instead of only futures prices, does not alter significantly the short/medium part of the futures curve but does have a significant effect on long-term futures estimations. © 2019 INFORMS.","Analysts’ forecasts; Futures prices; Oil markets","Costs; Forecasting; Commodity prices; Commodity pricing; Futures prices; Long-term estimation; Long-term future; New approaches; Oil futures price; Oil market; Financial markets",Article,"Final","",Scopus,2-s2.0-85072320811
"Bolen J.B., Williamson C.R.","57204667683;24529322400;","The Path of Reform: The Consequences of Institutional Volatility",2019,"Kyklos","72","3",,"400","425",,11,"10.1111/kykl.12205","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063258396&doi=10.1111%2fkykl.12205&partnerID=40&md5=f63a6ba0f40f40bf27c6158ad79a926b","Assistant Professor of Economics, Mississippi College, School of Business, Box 4014, 201A Self Hall, Clinton, MS  39058, United States; Associate Professor of Economics, Mississippi State University, Department of Finance and Economics, Box 9580, 312 K N McCool Hall, Mississippi State, MS  39762, United States","Bolen, J.B., Assistant Professor of Economics, Mississippi College, School of Business, Box 4014, 201A Self Hall, Clinton, MS  39058, United States; Williamson, C.R., Associate Professor of Economics, Mississippi State University, Department of Finance and Economics, Box 9580, 312 K N McCool Hall, Mississippi State, MS  39762, United States","The new institutional literature widely acknowledges the benefits of growth-enhancing institutions but rarely discusses the path of institutional reform. While good institutions stabilize the structure of exchange and decrease uncertainty in market transactions, institutional reform may involve institutional volatility. If institutional volatility increases uncertainty, it can mitigate the benefits of reform. Using a sample of 89 countries from 2000-2015, this paper empirically examines the effects of institutional volatility on economic growth. We find that institutional volatility decreases economic growth, particularly during liberalization for countries with low quality institutions and low income. In fact, a one standard deviation increase in volatility decreases growth by about 0.50 percentage points. This finding is robust to multiple estimation techniques and omitted variable bias. Evidence is provided suggesting that this effect is partially mediated through volatility's impact on private investment. These results support prior works that policy makers should pursue economic freedom, but our work indicates they should do so along a stable reform path to maximize economic growth. © 2019 John Wiley & Sons Ltd.",,"economic growth; economic planning; economic reform; institutional framework; institutional reform; liberalization; market conditions; reform process",Article,"Final","",Scopus,2-s2.0-85063258396
"Albuquerque A., Zhu J.L.","26538622200;57210112650;","Has section 404 of the Sarbanes-Oxley act discouraged corporate investment? New evidence from a natural experiment",2019,"Management Science","65","7",,"3423","3446",,11,"10.1287/mnsc.2018.3090","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069446205&doi=10.1287%2fmnsc.2018.3090&partnerID=40&md5=14d57070ab8a10d63744ae13848d3414","Questrom School of Business, Boston University, Boston, MA  02215, United States; Católica-Lisbon School of Business and Economics, Lisbon, 1649-023, Portugal; Fanhai International School of Finance, Fudan University, Shanghai, 200433, China","Albuquerque, A., Questrom School of Business, Boston University, Boston, MA  02215, United States, Católica-Lisbon School of Business and Economics, Lisbon, 1649-023, Portugal; Zhu, J.L., Fanhai International School of Finance, Fudan University, Shanghai, 200433, China","Prior studies conclude that an unintended consequence of firms complying with the Sarbanes-Oxley Act is lower levels of risk-taking activities, including investment. We first show that prior studies cannot isolate the effects of SOX from other contemporaneous events. We then use the implementation requirements of SOX404 to construct a natural experiment that isolates the effects of SOX404 for a sample of small firms. We do not find a reduction in investment and other risk-taking activities for firms that had to comply with SOX404, relative to other firms. Because small firms are expected to be the most adversely affected by the regulation, our results cast doubt on the notion that SOX404 had a negative impact on larger firms. Copyright: © 2019 INFORMS","Corporate investment; Natural experiment; Regulation; Risk taking; Section 404; SOX","Risk management; Corporate investments; Natural experiment; Regulation; Risk taking; Section 404; Investments",Article,"Final","",Scopus,2-s2.0-85069446205
"Swanson D.","56921403700;","A Simulation-Based Process Model for Managing Drone Deployment to Minimize Total Delivery Time",2019,"IEEE Engineering Management Review","47","3","8752441","154","167",,11,"10.1109/EMR.2019.2926245","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068454198&doi=10.1109%2fEMR.2019.2926245&partnerID=40&md5=e5dffd287d0074dab30b62774d01dcfa","College of Business, University of North Florida, United States","Swanson, D., College of Business, University of North Florida, United States","Managers in many countries are exploring innovative solutions for last mile delivery, including using delivery drones. In fact, drone delivery is already improving logistics service in many countries. There are, however, unaddressed nuances when comparing drones with surface vehicles. An assumption often made is that delivery time is independent of delivery processes that are not typically associated with drive time, such as loading. This can be acceptable for comparing alternate types of surface delivery vehicles, but not when comparing surface delivery vehicles with drones. To address this issue, empirical store-to-consumer deliveries are collected from a retail establishment in the United States and used to design and calibrate a discrete event simulation model to match the retailer's delivery process. Using this model, drones are compared with surface vehicles under alternate changes of state. The model is given a range of post hoc tests to further define the dimensions of the model and to generalize it for research applications in multiple contexts. © 1973-2011 IEEE.","Discrete event simulation; drone; last-mile delivery; order fulfillment; parcel delivery; retail; systems theory; unmanned aerial vehicle (UAV).","Drones; Sales; System theory; Unmanned aerial vehicles (UAV); Discrete-event simulation model; Innovative solutions; Last mile; Order fulfillment; Parcel delivery; Research applications; retail; Simulation-based process model; Discrete event simulation",Article,"Final","",Scopus,2-s2.0-85068454198
