Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Document Type,Publication Stage,Open Access,Source,EID
"Green B., Zwiebel J.","55321886700;7003424599;","The hot-hand fallacy: Cognitive mistakes or equilibrium adjustments? Evidence from Major League Baseball",2018,"Management Science","64","11",,"5315","5348",,15,"10.1287/mnsc.2017.2804","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056330205&doi=10.1287%2fmnsc.2017.2804&partnerID=40&md5=7e1c66f0f95b0fafeea2d6fcdec735f7","Haas School of Business, University of California, Berkeley, Berkeley, CA  94720, United States; Graduate School of Business, Stanford University, Stanford, CA  94305, United States","Green, B., Haas School of Business, University of California, Berkeley, Berkeley, CA  94720, United States; Zwiebel, J., Graduate School of Business, Stanford University, Stanford, CA  94305, United States","We test for a “hot hand” (i.e., short-term predictability in performance) in Major League Baseball using panel data. We find strong evidence for its existence in all 10 statistical categories we consider. The magnitudes are significant; being “hot” corresponds to between one-half and one standard deviation in the distribution of player abilities. Our results are in notable contrast to the majority of the hot-hand literature, which has generally found either no hot hand or a very weak hot hand in sports, often employing basketball shooting data. We argue that this di erence is attributable to endogenous defensive responses: basketball presents su cient opportunity for transferring defensive resources to equate shooting probabilities across players, whereas baseball does not. We then develop a method to test whether baseball teams do respond appropriately to hot opponents. Our results suggest teams respond in a manner consistent with drawing correct inference about the magnitude of the hot hand except for a tendency to overreact to very recent performance (i.e., the last five attempts). © 2017 INFORMS.","Behavioral economics; Hot-hand fallacy; Sports economics; Streakiness","Economics; Behavioral economics; Hot hand; Panel data; Recent performance; Shooting probabilities; Short term; Standard deviation; Streakiness; Sports",Article,"Final","",Scopus,2-s2.0-85056330205
"Xu J., Jin R., Piroozfar P., Wang Y., Kang B.-G., Ma L., Wanatowski D., Yang T.","57203874767;56443380400;53980456400;57195717893;55983104000;56332109400;23101320400;57001778800;","Constructing a BIM Climate-Based Framework: Regional Case Study in China",2018,"Journal of Construction Engineering and Management","144","11","04018105","","",,15,"10.1061/(ASCE)CO.1943-7862.0001568","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053311553&doi=10.1061%2f%28ASCE%29CO.1943-7862.0001568&partnerID=40&md5=2a1f2f15ad320c476d60a0bcce2c71f4","Wenzhou Design Assembly Company Ltd., Jinlin Huayuan Bldg. 2, Chezhan Ave., Wenzhou, 325000, China; School of Environment and Technology, Univ. of Brighton, C616, Cockcroft Bldg., Brighton, BN2 4GJ, United Kingdom; School of Management, Guangzhou Univ., 230 Guangzhou University City Outer Ring Rd., Guangzhou, 510006, China; Dept. of Civil Engineering, Univ. of Nottingham Ningbo China, Ningbo, 315100, China; School of Management, Shanghai Univ., 599 Shangda Rd., Shanghai, 200444, China; Faculty of Engineering, School of Civil Engineering, Univ. of Leeds, Leeds, LS2 9JT, United Kingdom; Faculty of Science and Technology, Middlesex Univ., Hendon Campus, Burroughs, London, NW4 4BT, United Kingdom","Xu, J., Wenzhou Design Assembly Company Ltd., Jinlin Huayuan Bldg. 2, Chezhan Ave., Wenzhou, 325000, China; Jin, R., School of Environment and Technology, Univ. of Brighton, C616, Cockcroft Bldg., Brighton, BN2 4GJ, United Kingdom; Piroozfar, P., School of Environment and Technology, Univ. of Brighton, C616, Cockcroft Bldg., Brighton, BN2 4GJ, United Kingdom; Wang, Y., School of Management, Guangzhou Univ., 230 Guangzhou University City Outer Ring Rd., Guangzhou, 510006, China; Kang, B.-G., Dept. of Civil Engineering, Univ. of Nottingham Ningbo China, Ningbo, 315100, China; Ma, L., School of Management, Shanghai Univ., 599 Shangda Rd., Shanghai, 200444, China; Wanatowski, D., Faculty of Engineering, School of Civil Engineering, Univ. of Leeds, Leeds, LS2 9JT, United Kingdom; Yang, T., Faculty of Science and Technology, Middlesex Univ., Hendon Campus, Burroughs, London, NW4 4BT, United Kingdom","BIM has been undergoing continuous growth in the global architecture, engineering, and construction (AEC) industry. However, knowledge development within BIM management is lagging behind its implementation. This study initiates a BIM management-based framework involving BIM climate, which is measured by individual BIM practitioners' perceptions. Subgroup comparison is highlighted in measuring perceptions. Regional variance in BIM climate is addressed in applying the framework by adopting an empirical case study within the context of China's AEC industry. The case study uses Shanghai and Wenzhou, which represent a BIM-leading metropolitan city and a BIM-developing counterpart, respectively, for the comparative analysis of BIM climate. Based on data collected from a questionnaire survey sent to BIM practitioners from these two cities, it is revealed that Shanghai, as the BIM-leading city in China, has somewhat significant differences in BIM climate compared with Wenzhou. For example, Shanghai BIM practitioners perceive fewer challenges in BIM training, but higher risk in adopting BIM technology. This study contributes to both academic work and practice in BIM based on its initiation of the concept of BIM climate and the case study of BIM-climate comparison. Academically, this holistic study proposes the BIM management-related knowledge framework aiming to fill the knowledge gap in BIM climate and culture, and it could be further applied in subclimates and subcultures within BIM. Practically, the case study provides insights to stakeholders regarding regional variations in BIM climate when promoting BIM practice or establishing BIM guidelines. © 2018 American Society of Civil Engineers.","Analogical study; BIM climate; BIM culture; BIM management; Building information modelling (BIM); Digital technologies","Surveys; Analogical study; Architecture , engineering , and constructions; BIM climate; Building Information Modelling; Digital technologies; Empirical case studies; Knowledge development; Questionnaire surveys; Architectural design",Article,"Final","",Scopus,2-s2.0-85053311553
"Asimakopoulos G., Chortareas G., Xanthopoulos M.","54782101600;6602898856;57203017140;","The eurozone financial crisis and bank efficiency asymmetries: Peripheral versus core economies",2018,"Journal of Economic Asymmetries","18",,"e00099","","",,15,"10.1016/j.jeca.2018.e00099","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050295735&doi=10.1016%2fj.jeca.2018.e00099&partnerID=40&md5=d9f843cd86c6c73f015d1fbbb78fed1e","Polytechnic School, Universidad Carlos III deMadrid, 126 Madrid Street, Getafe, Madrid  28903, Spain; King's Business School, King's College London, Bush House, 30 Aldwych, London, WC2 B4BG, United Kingdom; Department of Economics, University of Athens, Athens, 10559, Greece; Piraeus Bank, Athens, Greece","Asimakopoulos, G., Polytechnic School, Universidad Carlos III deMadrid, 126 Madrid Street, Getafe, Madrid  28903, Spain; Chortareas, G., King's Business School, King's College London, Bush House, 30 Aldwych, London, WC2 B4BG, United Kingdom, Department of Economics, University of Athens, Athens, 10559, Greece; Xanthopoulos, M., Piraeus Bank, Athens, Greece","This paper assesses the impact of the financial crisis on the levels of banking efficiency within the Eurozone. We examine if the crisis had asymmetric effects on bank efficiency across different regions of the Eurozone, comparing the banks in the financially stressed European periphery to those in the surplus economies of the core during 2005–2012. We use Data Envelopment Analysis (DEA) to measure bank efficiency and the Brockett and Golany (1996) test to identify group-based differences in efficiency. Our results indicate a gradual convergence process in efficiency between the banks of the core and periphery countries up to 2008. This process is reversed with the escalation of the financial crisis from 2009 to 2012 and the pattern of bank performance becomes asymmetric. Moreover, our findings suggest a more benign impact of the crisis on the core banks, which anyway outperform peripheral banks throughout the period considered. © 2018","Bank efficiency; Convergence; Core-periphery; Data envelopment analysis; Financial crisis; Mann-Whitney rank statistic",,Article,"Final","",Scopus,2-s2.0-85050295735
"Cai Z., Chen L., Fang Y.","7402905294;55253853500;53663533100;","A semiparametric quantile panel data model with an application to estimating the growth effect of FDI",2018,"Journal of Econometrics","206","2",,"531","553",,15,"10.1016/j.jeconom.2018.06.013","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049875669&doi=10.1016%2fj.jeconom.2018.06.013&partnerID=40&md5=6821a9c25b7dd07905a10d6f42356fbf","Department of Economics, University of Kansas, Lawrence, KS  66045, United States; Wang Yanan Institute for Studies in Economics and Fujian Key Laboratory of Statistical Science, Xiamen University, Xiamen, Fujian, 361005, China","Cai, Z., Department of Economics, University of Kansas, Lawrence, KS  66045, United States, Wang Yanan Institute for Studies in Economics and Fujian Key Laboratory of Statistical Science, Xiamen University, Xiamen, Fujian, 361005, China; Chen, L., Wang Yanan Institute for Studies in Economics and Fujian Key Laboratory of Statistical Science, Xiamen University, Xiamen, Fujian, 361005, China; Fang, Y., Wang Yanan Institute for Studies in Economics and Fujian Key Laboratory of Statistical Science, Xiamen University, Xiamen, Fujian, 361005, China","This paper estimates the impact of foreign direct investment on economic growth by proposing a new semiparametric quantile panel data model with correlated random effects, in which some of the coefficients are allowed to depend on some smooth economic variables while other coefficients remain constant. A three-stage estimation procedure is proposed to estimate both constant and functional coefficients and their asymptotic properties are investigated. A simple and easily implemented procedure for making inferences is proposed. Monte Carlo simulation is conducted to examine the finite sample performance of the proposed estimators. Finally, using the cross-country panel data, we find a strong empirical evidence of the existence of the absorptive capacity hypothesis, together with another new finding that FDI has much stronger growth effects for countries with fast economic growth than for those with slow economic growth. © 2018 Elsevier B.V.","Correlated random effect; Foreign direct investment; Local quasi-likelihood; Panel data; Quantile regression model; Semiparametric model; Varying coefficient model","Intelligent systems; Monte Carlo methods; Random processes; Regression analysis; Sampling; Foreign direct investments; Panel data; Quantile regression; Quasi-likelihood; Random effects; Semi-parametric modeling; Varying coefficient model; Economics",Article,"Final","",Scopus,2-s2.0-85049875669
"Absar S.M., Boulay A.-M., Campa M.F., Preston B.L., Taylor A.","55654990900;55190338100;56122618300;20935741900;57206767436;","The tradeoff between water and carbon footprints of Barnett Shale gas",2018,"Journal of Cleaner Production","197",,,"47","56",,15,"10.1016/j.jclepro.2018.06.140","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049322109&doi=10.1016%2fj.jclepro.2018.06.140&partnerID=40&md5=586e881cb4461a25904026324186cf29","Eastern Research Group, Inc., United States; Oak Ridge National Laboratory, Oak Ridge, TN, United States; University of Tennessee, Knoxville, TN, United States; LIRIDE, Sherbrooke University, Canada; CIRAIG, Polytechnique Montreal, Montreal, Canada; RAND Corporation, Santa Monica, CA, United States","Absar, S.M., Eastern Research Group, Inc., United States; Boulay, A.-M., LIRIDE, Sherbrooke University, Canada, CIRAIG, Polytechnique Montreal, Montreal, Canada; Campa, M.F., Oak Ridge National Laboratory, Oak Ridge, TN, United States, University of Tennessee, Knoxville, TN, United States; Preston, B.L., RAND Corporation, Santa Monica, CA, United States; Taylor, A., University of Tennessee, Knoxville, TN, United States","Shale gas production is a water and energy-intensive process that has expanded rapidly in the United States in recent years. This study compared the life cycle water consumption and greenhouse gas emissions from hydraulic fracturing in the Barnett region of Texas, located in one of the most drought prone regions of the United States. Four wastewater treatment scenarios were compared for produced water management in the Barnett region. For each scenario, the cradle-to-gate life cycle global warming potential and water scarcity footprint was estimated per mega joule of gas produced. The results show a trade-off between water and carbon impacts, because energy is required for treatment of water. A reduction of 49 percent in total water consumed or a 28 percent reduction in the water scarcity footprint in the shale gas production process can be achieved at a cost of a 38 percent increase in global warming potential, if the wastewater management shifted from business as usual to complete desalination and reuse of produced water. The results are discussed in the context of wastewater management options available in Texas. © 2018 Elsevier Ltd","Barnett shale; Carbon footprint; Global warming potential; Greenhouse gas emissions; Hydraulic fracturing; Inventory water consumption; Life cycle assessment; Shale gas; Texas; Water scarcity footprint","Carbon footprint; Desalination; Drought; Economic and social effects; Gas emissions; Global warming; Greenhouse gases; Hydraulic fracturing; Life cycle; Produced Water; Shale; Shale gas; Wastewater reclamation; Wastewater treatment; Water conservation; Barnett shale; Global warming potential; Life Cycle Assessment (LCA); Texas; Water consumption; Water scarcity; Water treatment",Article,"Final","",Scopus,2-s2.0-85049322109
"Dan S.M., Spaid B.I., Noble C.H.","56712450500;55251742900;7103250647;","Exploring the sources of design innovations: Insights from the computer, communications and audio equipment industries",2018,"Research Policy","47","8",,"1495","1504",,15,"10.1016/j.respol.2018.05.004","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047261635&doi=10.1016%2fj.respol.2018.05.004&partnerID=40&md5=366f320e8278fe20dc9330df6ba94d07","Dept. of Business, Rhodes College, Memphis, TN, United States; Dept. of Marketing, Marquette University, Milwaukee, WI, United States; Dept. of Marketing, Haslam College of Business, The University of Tennessee, Knoxville, TN, United States","Dan, S.M., Dept. of Business, Rhodes College, Memphis, TN, United States; Spaid, B.I., Dept. of Marketing, Marquette University, Milwaukee, WI, United States; Noble, C.H., Dept. of Marketing, Haslam College of Business, The University of Tennessee, Knoxville, TN, United States","Whereas business research has focused on the impact of design innovations on market response and financial performance, the sources of design innovations, as opposed to those of technological innovations, have largely escaped investigation. In this research, we examine the organizational, financial, and environmental drivers of design innovations and how they contrast to technological innovations. Our study utilizes a unique dataset encompassing a 10-year window of innovation output drawn from the computer, communications, and audio and video equipment manufacturing industries. Our results suggest that design innovations are driven primarily by investments in research and development and slack organizational resources. Interestingly, we find that design innovations are more prevalent in smaller but fast-growing markets as opposed to technology innovations, which are prevalent in larger markets. Contrary to expectations, we find no association between marketing investments and design innovations. Our research contributes to the extant business literature by considering the sources of design innovations separately from the sources of technology innovations. We also contribute to the literature by distinguishing design and technology patents, developing a deeper understanding of design innovation, and illuminating a lesser understood source of competitive advantage for firms. © 2018 Elsevier B.V.","Design; Design innovation; Patents; Poisson model; Technological innovation","Audio equipment; Commerce; Competition; Design; Investments; Design innovations; Equipment manufacturing industries; Financial performance; Patents; Poisson model; Research and development; Technological innovation; Technology innovation; Patents and inventions",Article,"Final","",Scopus,2-s2.0-85047261635
"Aldhaheri M., Bakchan A., Sandhu M.A.","57203864562;57203862931;12794696300;","A structural equation model for enhancing effectiveness of engineering, procurement and construction (EPC) major projects: End-user’s perspective",2018,"Engineering, Construction and Architectural Management","25","9",,"1226","1252",,15,"10.1108/ECAM-07-2017-0130","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053238085&doi=10.1108%2fECAM-07-2017-0130&partnerID=40&md5=253f96457ea2c3ea46c78d72f8b2196e","Department of Energy, Abu Dhabi, United Arab Emirates; Department of Civil, Architectural and Environmental Engineering, University of Texas at Austin, Austin, TX, United States; Department of Business Administration, United Arab Emirates University, Al Ain, United Arab Emirates","Aldhaheri, M., Department of Energy, Abu Dhabi, United Arab Emirates; Bakchan, A., Department of Civil, Architectural and Environmental Engineering, University of Texas at Austin, Austin, TX, United States; Sandhu, M.A., Department of Business Administration, United Arab Emirates University, Al Ain, United Arab Emirates","Purpose: The purpose of this paper is to define and analyze causal factors shaping the effectiveness of engineering, procurement and construction (EPC) major projects in meeting the product objectives, from the end-user’s perspective. Design/methodology/approach: An online survey questionnaire was developed and administered to end-users working in major oil and gas projects. Data collection process was initiated on, around 275 end-users, and 213 responses were received, achieving a high response rate of 77 percent. Findings: The results indicate that both alignment of objectives and end-user’s engagement factors exhibit a positive influence on effectiveness of EPC, with the former having higher contribution than the latter. In this context, the product success triangle reveals higher preference of the end-user’s team toward quality than schedule and cost objectives. Research limitations/implications: Shifting the efforts of involving the end-user forward in time, starting from the planning stage, alleviates the adverse impacts of design changes as well as increases the ability to save cost, improve performance and increase end-user’s satisfaction. Practical implications: The model raises the awareness of oil and gas industry practitioners toward the critical factors influencing the project effectiveness and proposes useful techniques for maintaining proper alignment between project and product objectives as well as facilitating end-user’s engagement at the site level. As such, it can serve as a motivation tool for aligning the objectives and acknowledging the engagement, with the aim of achieving the product success. Originality/value: The effectiveness of EPC structural model was developed and tested using PLS–structural equation modeling statistical technique. The interpretation of the structural model demonstrated that both end-user’s engagement and alignment of objectives are essential to successfully achieve project effectiveness. © 2018, Emerald Publishing Limited.","Formative measurements; Product objectives; Project management","Gas industry; Project management; Surveys; Data collection process; Design/methodology/approach; Engineering , procurement and constructions; Formative measurements; Oil and gas projects; Product objectives; Statistical techniques; Structural equation modeling; Petroleum industry",Article,"Final","",Scopus,2-s2.0-85053238085
"Wells P., Nieuwenhuis P.","57210905245;35243529900;","Over the hill? Exploring the other side of the Rogers' innovation diffusion model from a consumer and business model perspective",2018,"Journal of Cleaner Production","194",,,"444","451",,15,"10.1016/j.jclepro.2018.05.144","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056326886&doi=10.1016%2fj.jclepro.2018.05.144&partnerID=40&md5=0a237748da0f5a5f15321574b71ed53d","Centre for Automotive Industry Research, Cardiff Business School, Cardiff UniversityWales, United Kingdom","Wells, P., Centre for Automotive Industry Research, Cardiff Business School, Cardiff UniversityWales, United Kingdom; Nieuwenhuis, P., Centre for Automotive Industry Research, Cardiff Business School, Cardiff UniversityWales, United Kingdom","The Rogers model of innovation diffusion, first proposed in 1962, has long featured in accounts of the penetration of new product technologies into society. The contention in this paper is that this model is in fact only half complete, for it deals exclusively with the uptake of new technologies rather than their retention or abandonment. Taking the Rogers model as a point of departure, this paper seeks to draw on the literature on nostalgia to characterize consumers who retain a specific technological artefact in the form of the car, then identify business models designed for those consumers. The paper therefore analyses the relatively neglected contribution of extended product lifetimes within circular economies and within the broader concept of socio-technical transitions for sustainability. The relevance of this contribution is that product longevity is one means by which lifestyles characterised by material affluence are reconciled with resource scarcity. Product longevity has the potential to contribute to slowing down the ‘velocity’ of material flows within the circular economy, and hence to the deferment of the investment of further energy (and materials) into the next cycle of consumption. Taking examples from the automotive industry and cars, the paper argues that the ‘post-peak’ (or post-production) retention of technologies may offer insights into both the viability and character of business opportunities, and a possible transition pathway into a post-consumer economy. The attraction of the post-production economy is in turn attributed to the concept of consumer nostalgia through which emotional engagement is translated into alternative forms of production and consumption. © 2018 Elsevier Ltd","Automotive; Business models; Circular economy; Classic cars; Nostalgia; Product longevity","Automotive industry; Investments; Automotive; Business models; Circular economy; Nostalgia; Product longevity; Economics",Article,"Final","",Scopus,2-s2.0-85056326886
"Aretz K., Florackis C., Kostakis A.","25721831000;55396873500;25960160100;","Do stock returns really decrease with default risk? New international evidence",2018,"Management Science","64","8",,"3821","3842",,15,"10.1287/mnsc.2016.2712","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85051404217&doi=10.1287%2fmnsc.2016.2712&partnerID=40&md5=87f63fa9896ec6ed52e6e35334783b35","Accounting and Finance Division, Manchester Business School, University of Manchester, Manchester, M15 6PB, United Kingdom; Department of Economics, Finance and Accounting, University of Liverpool Management School, Liverpool, L69 7ZH, United Kingdom","Aretz, K., Accounting and Finance Division, Manchester Business School, University of Manchester, Manchester, M15 6PB, United Kingdom; Florackis, C., Department of Economics, Finance and Accounting, University of Liverpool Management School, Liverpool, L69 7ZH, United Kingdom; Kostakis, A., Accounting and Finance Division, Manchester Business School, University of Manchester, Manchester, M15 6PB, United Kingdom","This study constructs a novel data set of bankruptcy filings for a large sample of non-U.S. firms in 14 developed markets and sheds new light on the cross-sectional relation between default risk and stock returns. Using the reduced-form approach of Campbell et al. (2008) to estimate default probabilities, we offer conclusive evidence supporting the existence of a significant positive default risk premium in international markets. This finding is robust to di erent portfolio weighting schemes, data filters, risk-adjusting approaches, and holding period definitions. Decomposing the default risk measure into its systematic and idiosyncratic components, we find that the former drives this positive relation. We also show that the default risk premium is more pronounced in countries where creditor protection is stronger and shareholder bargaining power is lower. © 2017 INFORMS.","Bankruptcy; Creditor protection; Default risk; International financial markets; Stock returns","Digital storage; Financial markets; International trade; Investments; Risk assessment; Bankruptcy; Creditor protection; Default risk; International financial markets; Stock returns; Risk perception",Article,"Final","",Scopus,2-s2.0-85051404217
"Goes P.B., Ilk N., Lin M., Zhao J.L.","6603896215;26221826000;55476738700;35304354800;","When more is less: Field evidence on unintended consequences of multitasking",2018,"Management Science","64","7",,"3033","3054",,15,"10.1287/mnsc.2017.2763","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047072305&doi=10.1287%2fmnsc.2017.2763&partnerID=40&md5=b53b6a36dbf40770f0c91b32a31ff53d","Eller College of Management, University of Arizona, Tucson, AZ  85721, United States; Department of Business Analytics, Information Systems and Supply Chain, College of Business, Florida State University, Tallahassee, FL  32306, United States; Department of Management Information Systems, Eller College of Management, University of Arizona, Tucson, AZ  85721, United States; Department of Information Systems, College of Business, City University of Hong Kong, Kowloon Tong, Hong Kong","Goes, P.B., Eller College of Management, University of Arizona, Tucson, AZ  85721, United States; Ilk, N., Department of Business Analytics, Information Systems and Supply Chain, College of Business, Florida State University, Tallahassee, FL  32306, United States; Lin, M., Department of Management Information Systems, Eller College of Management, University of Arizona, Tucson, AZ  85721, United States; Zhao, J.L., Department of Information Systems, College of Business, City University of Hong Kong, Kowloon Tong, Hong Kong","Online customer service chats provide new opportunities for firms to interact with their customers and have become increasingly popular in recent years for firms of all sizes. One reason for their popularity is the ability for customer service agents to multitask (i.e., interact with multiple customers at a time) thereby increasing the system ""throughput"" and agent productivity. Yet little is known about how multitasking impacts customer satisfaction - The ultimate goal of customer engagements. We address this question using a proprietary data set from an S&P 500 service firm that documents agent multitasking activities (unobservable to customers) in the form of server logs, customer service chat transcripts, and postservice customer surveys. We find that agent multitasking leads to longer in-service delays for customers and lower problem resolution rates. Both lead to lower customer satisfaction, although the impact varies for different customers. Our study is among the first to document the link between multitasking and customer satisfaction, and it has implications for the design of agent time allocation in contact centers and more broadly for howfirms can best manage customer relations in newservice channels enabled by information technology. © 2017 INFORMS.","Customer satisfaction; Information systems; IT policy and management; Multitasking; Service operations","Information management; Information systems; Multitasking; Public relations; Sales; Surveys; Customer relations; Customer services; Customer surveys; It policy and managements; Online customers; Problem resolution; Service operations; Unintended consequences; Customer satisfaction",Article,"Final","",Scopus,2-s2.0-85047072305
"Jiang Y., Liu Y., Shang J., Yildirim P., Zhang Q.","35195837300;57218414371;7101847312;57216683833;7406718367;","Optimizing online recurring promotions for dual-channel retailers: Segmented markets with multiple objectives",2018,"European Journal of Operational Research","267","2",,"612","627",,15,"10.1016/j.ejor.2017.11.059","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040104953&doi=10.1016%2fj.ejor.2017.11.059&partnerID=40&md5=c85da0c66d0b9a114cce0ac5f48e9f08","School of Management, Hefei University of Technology, Hefei, Anhui  230009, China; Key Laboratory of Process Optimization and Intelligent Decision-making, Ministry of Education, Hefei, Anhui  230009, China; The Joseph M. Katz Graduate School of Business, University of Pittsburgh, Pittsburgh, PA  15260, United States; Department of Computer Science, City University of Hong Kong, Kowloon Tong, Hong Kong; The Wharton School, University of Pennsylvania, 3730 Walnut Street, Philadelphia, PA  19104, United States","Jiang, Y., School of Management, Hefei University of Technology, Hefei, Anhui  230009, China, Key Laboratory of Process Optimization and Intelligent Decision-making, Ministry of Education, Hefei, Anhui  230009, China; Liu, Y., School of Management, Hefei University of Technology, Hefei, Anhui  230009, China, Key Laboratory of Process Optimization and Intelligent Decision-making, Ministry of Education, Hefei, Anhui  230009, China; Shang, J., The Joseph M. Katz Graduate School of Business, University of Pittsburgh, Pittsburgh, PA  15260, United States; Yildirim, P., The Wharton School, University of Pennsylvania, 3730 Walnut Street, Philadelphia, PA  19104, United States; Zhang, Q., Department of Computer Science, City University of Hong Kong, Kowloon Tong, Hong Kong","Online promotion helps enhance brand awareness and boost sales. Although it attracts customer traffic, an ill-conceived price promotion has serious repercussions because it disproportionately draws bargain hunters, results in profit erosion and causes operational chaos due to erratic demands. This research proposes a long-term optimization model to help dual channel (click-and-mortar) retailers understand the conditions necessary to promote products online across all markets. When partial markets are recommended, we investigate how to price and select the market portfolio for promotion in each time period. We develop a multi-objective evolutionary algorithm to efficiently solve complex and large-scale problems. Both theoretical analysis and numerical study show that the proposed model outperforms the conventional strategy of promoting online across the board. Due to its dynamic nature, the multi-period recurring promotion problem is difficult to address optimally. Our model is capable of planning for multiple periods, multiple markets, and multiple objectives to maximize long term profitability and competitiveness. Click-and-mortar retailers will find our approach extremely effective for maximizing profit, enhancing brand awareness, and improving customer satisfaction. © 2017 Elsevier B.V.","Dual-channel retailer; Heuristic algorithm; Online promotion; OR in marketing; Segmented markets","Commerce; Customer satisfaction; Evolutionary algorithms; Heuristic algorithms; Mortar; Profitability; Sales; Dual channel; Large-scale problem; Multi objective evolutionary algorithms; Multiple markets; Multiple-objectives; Online promotion; Optimization modeling; Price promotions; Optimization",Article,"Final","",Scopus,2-s2.0-85040104953
"Upadhyayula V.K.K., Gadhamshetty V., Shanmugam K., Souihi N., Tysklind M.","24339220000;57203474187;57200145279;55621970900;7003916777;","Advancing game changing academic research concepts to commercialization: A Life Cycle Assessment (LCA) based sustainability framework for making informed decisions in Technology Valley of Death (TVD)",2018,"Resources, Conservation and Recycling","133",,,"404","416",,15,"10.1016/j.resconrec.2017.12.029","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85039942936&doi=10.1016%2fj.resconrec.2017.12.029&partnerID=40&md5=6c9c0f5b2b4bf61b1b2f3e9624cf29de","Department of Chemistry (Environmental Chemistry), Umea University, Umea, SE90187, Sweden; Civil and Environmental Engineering, South Dakota School of Mines and Technology, 501 E. St. Joseph Street, Rapid City, SD  57701, United States; Surface Engineering Research Center, South Dakota School of Mines and Technology, 501 E. St. Joseph Street, Rapid City, SD  57701, United States","Upadhyayula, V.K.K., Department of Chemistry (Environmental Chemistry), Umea University, Umea, SE90187, Sweden; Gadhamshetty, V., Civil and Environmental Engineering, South Dakota School of Mines and Technology, 501 E. St. Joseph Street, Rapid City, SD  57701, United States, Surface Engineering Research Center, South Dakota School of Mines and Technology, 501 E. St. Joseph Street, Rapid City, SD  57701, United States; Shanmugam, K., Department of Chemistry (Environmental Chemistry), Umea University, Umea, SE90187, Sweden; Souihi, N., Department of Chemistry (Environmental Chemistry), Umea University, Umea, SE90187, Sweden; Tysklind, M., Department of Chemistry (Environmental Chemistry), Umea University, Umea, SE90187, Sweden","Many Game Changing Innovations (GCIs) from the academic institutions struggle in the Technology Valley of Death (TVD) and they fail to reach commercialization. The academic researchers often lack motivation to seek entrepreneurial opportunities for their GCIs. They are often discouraged after considering the burden required to convince private investors to finance their GCIs beyond technology readiness level 4. Further, many academic institutions lack a structured framework to bridge the divide between a basic research and viable product. Here we propose a four-pronged approach for developing sustainability performance metrics that can be used by early investors to understand the commercialization prospects of the GCIs: (1) conduct a screening-level LCA of the GCI and simultaneously reduce uncertainties of underlying data and technological readiness; (2) compare the LCA performance of the GCI with similar commercial products in the target market; (3) factor the LCA results into investment evaluation methods; and (4) transform LCA results into indicators that reflect sustainability performance of the innovation. Finally, we present a case study that highlights the use of this approach for developing commercial opportunities for the emerging graphene-composites as corrosion resistant coatings for civil infrastructure applications. The paper also suggests an approach for promoting a sustainability driven innovation culture in academia. © 2017 Elsevier B.V.","Academia; Game changing innovations; Graphene coatings case study; Life Cycle Assessment; Sustainability framework; Technology Valley of Death","Coatings; Corrosion resistance; Graphene; Investments; Landforms; Privatization; Sustainable development; Academia; Civil infrastructures; Corrosion-resistant coating; Entrepreneurial opportunities; Graphene coatings; Life Cycle Assessment (LCA); Sustainability performance; Technology readiness levels; Life cycle; graphene; nanocomposite; academic research; coating; commercialization; innovation; life cycle analysis; sustainability; Article; basic research; commercial phenomena; corrosion; entrepreneurship; environmental factor; financial management; funding; game changing innovation; investment; life cycle assessment; market; material coating; organization; product development; program sustainability; risk management; technology",Article,"Final","",Scopus,2-s2.0-85039942936
