Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Document Type,Publication Stage,Open Access,Source,EID
"Zhao C., Fang C., Gong Y., Lu Z.","55476836500;57212536197;57191418413;7404768414;","The economic feasibility of Blue Carbon cooperation in the South China Sea region",2020,"Marine Policy","113",,"103788","","",,9,"10.1016/j.marpol.2019.103788","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076964637&doi=10.1016%2fj.marpol.2019.103788&partnerID=40&md5=a7d91d1a9b1dac67e47e5accb12b151e","School of Maritime Economics and Management, Dalian Maritime University, Dalian, 116026, China; Southampton Business School, University of Southampton, Southampton, SO17 1BJ, United Kingdom; School of Mathematical Sciences, University of Southampton, Southampton, SO17 1BJ, United Kingdom","Zhao, C., School of Maritime Economics and Management, Dalian Maritime University, Dalian, 116026, China; Fang, C., Southampton Business School, University of Southampton, Southampton, SO17 1BJ, United Kingdom; Gong, Y., Southampton Business School, University of Southampton, Southampton, SO17 1BJ, United Kingdom; Lu, Z., School of Mathematical Sciences, University of Southampton, Southampton, SO17 1BJ, United Kingdom","Coastal Blue Carbon is the carbon stored in mangroves, tidal marshes and seagrass meadows. There is an urgent need to protect the coastal ecosystem by developing Blue Carbon economy. In this paper, we investigate the feasibility and mechanism of the Blue Carbon cooperation in the South China Sea Region (SCSR) from an economic angle. We utilize the paradigm of Cobb-Douglas production to stimulate Blue Carbon development and mathematically prove the feasibility of such a cooperation strategy. The Shapley value in game theory is further applied, which not only confirms the reality of this cooperation but also provides an allocation mechanism of the cooperation benefits. The results suggest that there exists a profitable opportunity for the Blue Carbon cooperation in the SCSR. Further discussion and suggestions are provided in promotion of research focus on the Blue Carbon cooperation. © 2019","Blue carbon; Cooperative game; Shapley value; South China Sea","carbon sequestration; coastal zone; cooperative behavior; environmental economics; feasibility study; mangrove; marine ecosystem; meadow; profitability; saltmarsh; seagrass; strategic approach; Pacific Ocean; South China Sea; Rhizophoraceae",Article,"Final","",Scopus,2-s2.0-85076964637
"Wang W., Heyes J.","57191994747;36856916400;","Flexibility, labour retention and productivity in the EU",2020,"International Journal of Human Resource Management","31","3",,"335","355",,9,"10.1080/09585192.2016.1277370","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85010679741&doi=10.1080%2f09585192.2016.1277370&partnerID=40&md5=1c095b3edd788f466e91773d28b643c4","Business School, University of Wolverhampton Business School, Wolverhampton, United Kingdom; Sheffield University Management School, Sheffield, United Kingdom","Wang, W., Business School, University of Wolverhampton Business School, Wolverhampton, United Kingdom; Heyes, J., Sheffield University Management School, Sheffield, United Kingdom","This paper examines the relationship between internal flexibility, the employment of fixed-term contract workers and productivity in 27 European Union countries. Drawing on European Company Survey data, the paper assesses whether establishments that employ on a fixed-term basis experience higher productivity than their competitors and stronger labour productivity improvements over time. These issues are of importance, given the recent weakness of productivity growth in many EU member countries, the steps that governments have taken to relax rules relating to the employment of fixed-term workers and the emphasis placed on contractual flexibility within the European Commission’s flexicurity agenda. The paper finds that establishments that do not use fixed-term contracts enjoy productivity advantages over those that do. Establishments that employ on a fixed-term basis but retain workers once their fixed-term contract has expired perform better than those that do not retain workers. The findings also show that establishments that pursue internal flexibility report both higher productivity than competitors and productivity increases over time. In addition, they are more likely to retain workers who have reached the end of a fixed-term contract. © 2017, © 2017 Informa UK Limited, trading as Taylor & Francis Group.","European Union; fixed-term employment; flexibility; labour utilisation; performance; productivity",,Article,"Final","",Scopus,2-s2.0-85010679741
"Li Y., Shi X., Emrouznejad A., Liang L.","56044375400;57191894322;6603504583;25632675700;","Ranking intervals for two-stage production systems",2020,"Journal of the Operational Research Society","71","2",,"209","224",,9,"10.1080/01605682.2018.1535267","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062451817&doi=10.1080%2f01605682.2018.1535267&partnerID=40&md5=d7f1a4f791ee2146cd261f3965fae2d2","School of Management, University of Science and Technology of China, Hefei, China; School of Finance, Shandong University of Finance and Economics, Jinan, China; Aston Business School, Aston University, Birmingham, United Kingdom; School of Business, University of Science and Technology, Hefei, China","Li, Y., School of Management, University of Science and Technology of China, Hefei, China; Shi, X., School of Finance, Shandong University of Finance and Economics, Jinan, China; Emrouznejad, A., Aston Business School, Aston University, Birmingham, United Kingdom; Liang, L., School of Business, University of Science and Technology, Hefei, China","Traditional Data Envelopment Analysis (DEA) models find the most desirable weights for each Decision Making Unit (DMU) in order to estimate the highest efficiency score as possible. Usually, decision-makers are using these efficiency scores for ranking the DMUs. The main drawback in this process is that the ranking based on weights obtained from the standard DEA models ignore other feasible weights, this is due to the fact that DEA may have multiple solutions for each DMU. To overcome this problem, Salo and Punkka (2011) deemed each DMU as a “Black box” and developed a mix-integer model to obtain the ranking intervals for each DMU over sets of all its feasible weights. In many real-world applications, there are DMUs that have a two-stage production system. In this paper, we extend the Salo and Punkka (2011)’s model to more common and practical applications considering the two-stage production structure. The proposed approach calculates each DMU’s ranking interval for the overall system as well as for each subsystem/sub-stage. An application for non-life insurance companies is given to illustrate the applicability of the proposed approach. A real application in Chinese commercial banks shows how this approach can be used by policy makers. © 2019, © 2019 Operational Research Society.","data envelopment analysis; Ranking intervals; two-stage production systems","Data envelopment analysis; Efficiency; Insurance; Decision makers; Decision making unit; Multiple solutions; Non-life insurance companies; Ranking intervals; Real applications; Two-stage production; Two-stage production system; Decision making",Article,"Final","",Scopus,2-s2.0-85062451817
"She Z., Li Q., London M., Yang B., Yang B.","56373689900;57215209918;55820845900;7404472169;57212250978;","Effects of CEO narcissism on decision-making comprehensiveness and speed",2020,"Journal of Managerial Psychology","35","1",,"42","55",,9,"10.1108/JMP-01-2019-0042","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078766605&doi=10.1108%2fJMP-01-2019-0042&partnerID=40&md5=137e2c2e0e39532305fb19603251508b","School of Economics and Management, Tsinghua University, Beijing, China; Department of Human Resource Management, Nankai University, Tianjin, China; College of Business, Stony Brook University, Stony Brook, NY, United States; Tsinghua University, Beijing, China","She, Z., School of Economics and Management, Tsinghua University, Beijing, China; Li, Q., Department of Human Resource Management, Nankai University, Tianjin, China; London, M., College of Business, Stony Brook University, Stony Brook, NY, United States; Yang, B., School of Economics and Management, Tsinghua University, Beijing, China; Yang, B., Tsinghua University, Beijing, China","Purpose: The purpose of this paper is to examine the relationships between CEO narcissism and strategic decision-making (SDM) processes (decision comprehensiveness and decision speed), and to explore the mediating role of top management team (TMT) members’ participation in decision making and the moderating role of TMT power distance. Design/methodology/approach: Data were collected from a multisource, time-lagged survey of 103 CEOs and their corresponding TMT members in China. Structural equation modeling was used to test the hypothesized relationships. Findings: The results indicated that CEO narcissism was negatively related to decision comprehensiveness and positively related to decision speed. These relationships were mediated by TMT members’ participation in decision making, especially when TMT power distance was high. Practical implications: The results show the potential negative effects of CEOs’ narcissistic personality and suggest ways to attenuate it by increasing TMT participation and decreasing TMT power distance. Originality/value: This study is an initial attempt to empirically examine how and under what conditions CEOs’ narcissism is a barrier to more comprehensive and more deliberate (slower) SDM. © 2020, Emerald Publishing Limited.","Decision making; Leadership; Personality; Structural equation modelling",,Article,"Final","",Scopus,2-s2.0-85078766605
"Edmondson D.R., Matthews L.M.","24400708900;57014456800;","Does Sleep Really Matter? Examining Sleep among Salespeople as Boundary Role Personnel for Key Job Factors",2020,"Journal of Business-to-Business Marketing","27","1",,"71","79",,9,"10.1080/1051712X.2020.1713557","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078478741&doi=10.1080%2f1051712X.2020.1713557&partnerID=40&md5=97f86ddeb93727bb1eb06d0a00e80313","Jones College of Business, Middle Tennessee State University, Murfreesboro, TN, United States","Edmondson, D.R., Jones College of Business, Middle Tennessee State University, Murfreesboro, TN, United States; Matthews, L.M., Jones College of Business, Middle Tennessee State University, Murfreesboro, TN, United States","Purpose: Sleep deprivation among employees has become commonplace in the workforce. In the United States, the number of hours individuals sleep per night has declined by an hour and a half per night since the 1960s. As of 2005, seventy-four percent of individuals were getting less than eight hours of sleep per night on weekdays. There are negative ramifications to the organization when employees are sleep deprived such as lost productivity, increased accident rate, and increased absenteeism. Originality/Value/Contribution of the paper: Although prior research has investigated the impact that sleep deprivation has on unique job positions (e.g., shift workers, transportation), no research has investigated how sleep impacts business-to-business sales employees. Due to the responsibilities of business-to-business sales employees, this type of position should not just be lumped in with other organizational employees. For example, business-to-business sales employees are boundary spanning employees that are responsible for generating revenue for the organization. These sales employees are also more likely to be physically, socially, and psychologically separated from the organization since they frequently work outside of the office. Because of these distinctive roles, this study examines if differences based on sleep duration exist for business-to-business sales employees for two individual and five organizational factors. The two individual factors consisted of grit and happiness while the five organizational factors consisted of perceived organizational support, perceived supervisory support, job satisfaction, organizational commitment, and turnover intentions. Methodology/Approach: Data was collected from 320 business-to-business sales employees using a cross industry survey. The survey was conducted using a Qualtrics panel. Sleep duration was broken into two groups with one group consisting of business-to-business sales employees who sleep, on average, seven or more hours per night and the other group consisting of business-to-business sales employees who sleep, on average, six or less hours per night. The sleep duration groups were determined based on prior research that found adults should regularly sleep seven or more hours per night in order to support optimal health. There were one hundred thirty-four respondents who slept six hours or less and one hundred eighty-six respondents who slept seven or more hours, on average, per night. Findings: The research question developed was answered by examining the differences between means for the two individual constructs and the five key organizational constructs. Differences in sleep duration for six of the seven sales constructs. There were significant differences between those that slept seven or more hours per night from those that slept six or less for grit, perceived organizational support, perceived supervisory support, job satisfaction, organizational commitment, and turnover intentions. Results found that business-to-business sales employees that slept seven or more hours per night exhibited more grit than those that slept six or less hours per night. In addition, business-to-business sales employees that slept six or less hours per night had higher perceptions of both organizational and supervisory support than those that slept seven or more hours per night. Furthermore, business-to-business sales employees that slept six or less hours per night displayed higher job satisfaction and organizational commitment than sales employees that slept seven or more hours per night. Finally, business-to-business sales employees that slept seven or more hours per night indicated higher levels of turnover intentions than sales employees that slept six or less hours per night. There were no significant differences between the two sleep groups for sales employee happiness. Although some of these results may appear to be counterintuitive, conservation of resources theory can be used to explain these findings. Research Implications: This exploratory study showcases the importance of good sleep among business-to-business sales employees. This study draws on the conservation of resources theory literature to explain the counterintuitive findings. This theory posits that individuals will retain and guard against resource depletion. Additionally, as resources become depleted, other resources are valued to a greater extent. In this study, the resource being depleted is the condition of sleep. When business-to-business sales employees experience a lower average amount of sleep per night (i.e., six hours or less), they perceive higher levels of support, job satisfaction, and organizational commitment than business-to-business sales employees who experience a higher average amount of sleep per night (i.e., seven hours or more). Although this study provides a good initial examination of how sleep impacts sales organizations, this study also highlights the need for additional business-to-business sales employee sleep research. This is the first study that has examined how sleep duration impacts business-to-business sales employees. Practical Implications: This study is important to sales research because it highlights the impact that poor sleep of business-to-business sales employees has on the organization. For sales organizations, we provide guidance on ways a sales organization can help promote healthy sleep for their business-to-business sales employees. Some examples of guidance provided can be categorized into four primary categories. These categories include (1) proper sleep education, (2) sales management training, (3) creating a sleep friendly workplace environment, and (4) creating specific workplace policies to minimize sleep disturbances such as setting reasonable work hours and sleep accommodating travel schedules. © 2020, © 2020 Taylor & Francis Group, LLC.","grit; job satisfaction; organizational commitment; Sales; sleep; support; turnover intentions",,Article,"Final","",Scopus,2-s2.0-85078478741
"Jiang Y., Ho Y.-C., Yan X., Tan Y.","57142938800;56205288000;7403596630;36136171600;","When online lending meets real estate: Examining investment decisions in lending-based real estate crowdfunding",2020,"Information Systems Research","31","3",,"715","730",,9,"10.1287/ISRE.2019.0909","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092941019&doi=10.1287%2fISRE.2019.0909&partnerID=40&md5=f7b1149d068ab457c623778355b2e5ec","School of Business, Nanjing University, Nanjing, Jiangsu, 210093, China; School of Business, George Washington University, Washington, DC  20052, United States; Donlinks School of Economics and Management, University of Science and Technology Beijing, Beijing, 100083, China; Michael G. Foster School of Business, University of Washington, Seattle, WA  98195, United States","Jiang, Y., School of Business, Nanjing University, Nanjing, Jiangsu, 210093, China; Ho, Y.-C., School of Business, George Washington University, Washington, DC  20052, United States; Yan, X., Donlinks School of Economics and Management, University of Science and Technology Beijing, Beijing, 100083, China; Tan, Y., Michael G. Foster School of Business, University of Washington, Seattle, WA  98195, United States","In lending-based real estate crowdfunding, borrowers are required to pledge their housing properties as collateral to secure the loans. This nascent practice differs from ordinary peer-to-peer lending in that lenders, to make sound investment decisions, need to process additional information other than basic loan attributes. We examine how lender behavior of investing in real-estate-secured loans is shaped by information that is particularly relevant in such an emerging market. We collect and analyze the data from a large lending-based real estate crowdfunding platform, where each loan is secured by either a mortgage (a mortgage-secured or MS loan) or a borrower's own house (a house-secured or HS loan). Our analysis reveals that lender decisions of how fast to invest and how much to invest are influenced by both on-platform and off-platform information. For on-platform information, we find that lenders as a whole prefer HS loans to MS loans, as reflected in quicker and larger lending transactions. Experienced lenders tend to invest more aggressively, in both time and amount, but exhibit a weaker preference for HS loans as compared with their inexperienced counterparts. As to off-platform information, our results show that a rise in housing prices is associated with quicker investment decisions, and this association is found to be even stronger on HS loans. Further, when stock market volatility is large, lenders tend to slow down their investment behavior; however, we find such a tendency weaker on MS loans. This research contributes to the literature by establishing relationships between crowdfunding activities, housing prices and stock market performance. Our findings also provide implications for managers and platform designers who desire to stimulate and leverage the fundraising momentum. © 2020 INFORMS.","Collateral; Crowdfunding; Housing prices; P2P lending; Real estate; Stock market","Commerce; Costs; Crowdsourcing; Financial markets; Housing; Emerging markets; Housing prices; Investment decisions; Peer-to-peer lending; Real estate; Stock market performance; Stock market volatility; Investments",Article,"Final","",Scopus,2-s2.0-85092941019
"Conti A., Graham S.J.H.","36617057700;35097480000;","Valuable choices: Prominent venture capitalists' influence on startup CEO replacements",2020,"Management Science","66","3",,"1325","1350",,9,"10.1287/mnsc.2018.3238","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081129370&doi=10.1287%2fmnsc.2018.3238&partnerID=40&md5=a89450c38772442f87a9d924424a1343","Faculty of Business and Economics, University of Lausanne, Lausanne, CH-1015, Switzerland; Scheller College of Business, Georgia Institute of Technology, Atlanta, GA  30308, United States","Conti, A., Faculty of Business and Economics, University of Lausanne, Lausanne, CH-1015, Switzerland, Scheller College of Business, Georgia Institute of Technology, Atlanta, GA  30308, United States; Graham, S.J.H., Scheller College of Business, Georgia Institute of Technology, Atlanta, GA  30308, United States","This paper explores how prominent venture capitalists (VCs) affect chief executive officer (CEO) replacement in startups. Defining prominence using eigenvector centrality, we use matching methods and instrumental variables to show that startup CEO replacement occurs more often and faster when prominent VCs participate. We further explore these VCs' comparative advantage in managing CEO turnover, finding that the prominent VC effects increase as replacement costs rise, such as when incumbent CEOs are entrenched or possess specialized technology know-how, or when startups are in an early stage. When prominentVCs participate, replacementCEOs are disproportionately experienced outsiders-external hires who possess prior startup CEO experience. Our results reveal that CEO turnover is associated with increases in startups' ex post innovation and survival performance, with experienced outsider CEO replacements showing the strongest survival rates. © 2019 INFORMS.","Entrepreneurship; Investment criteria; Personnel management; Portfolio management; Venture capital","Economics; Financial data processing; Investments; Technology transfer; Entrepreneurship; Investment criteria; Personnel management; Portfolio managements; Venture Capital; Human resource management",Article,"Final","",Scopus,2-s2.0-85081129370
"Berry Jaeker J.A., Tucker A.L.","57208055566;7202049689;","The value of process friction: The role of justification in reducing medical costs",2020,"Journal of Operations Management","66","1-2",,"12","34",,9,"10.1002/joom.1024","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063665815&doi=10.1002%2fjoom.1024&partnerID=40&md5=5f13f81b1a454dff0567088e041bce5a","Questrom School of Business, Boston University, Boston, MA, United States","Berry Jaeker, J.A., Questrom School of Business, Boston University, Boston, MA, United States; Tucker, A.L., Questrom School of Business, Boston University, Boston, MA, United States","We study the role of process friction in increasing efficiency of service provisions. We examine one potential lever for reducing the provision of discretionary services: “justification”—an otherwise non-value-added process step that introduces process friction by forcing workers to explain the rationale for requesting an optional service. We exploit the presence—and absence—of a justification step in the ultrasound (US) ordering process at two emergency departments (EDs). We find that patients with abdominal pain are less than half as likely to receive an US when there is a justification step compared to when there is not. Additionally, we find a spillover effect: other diagnostic tests are also ordered less frequently. The decrease in testing reduces the average length of stay of the patients, and reduces testing costs by more than $200,000, with no decrease in quality. We show that two mechanisms underlie these results: (a) justification reduces clinicians' available time, and (b) justification forces clinicians to reflect on a patient's need for service. Our paper contributes to recent theory on friction and reflection as drivers of efficiency in services. We show that justification can serve as an effective lever for reducing medical tests—and costs—without negatively impacting quality. © 2019 Association for Supply Chain Management, Inc.","behavioral operations; health care; medical cost; performance improvement; worker discretion","Diagnosis; Efficiency; Emergency rooms; Friction; Health care; Average length of stays; Behavioral operations; Diagnostic tests; Emergency departments; performance improvement; Service provisions; Spillover effects; worker discretion; Cost reduction",Article,"Final","",Scopus,2-s2.0-85063665815
"Bai X., Marsden J.R., Ross W.T., Jr., Wang G.","55446940800;7201939810;7201411285;56920844000;","A note on the impact of daily deals on local retailers’ online reputation: Mediation effects of the consumer experience",2020,"Information Systems Research","31","4",,"1132","1143",,8,"10.1287/isre.2020.0935","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097992584&doi=10.1287%2fisre.2020.0935&partnerID=40&md5=a5a7a4866c4f501ce64b650df8cf23f8","Department of Marketing and Supply Chain Management, Department of Management Information Systems, Fox School of Business, Temple University, Philadelphia, PA  19122, United States; Operations and Information Management, School of Business, Univer Connecticut, Storrs, CT  06269, United States; Marketing Department, School of Business, University of Connecticut, Storrs, CN, United States; Accounting and Management Information Systems, Alfred Lerner College of Business and Economics, University of Delaware, Newark, DE  19716, United States","Bai, X., Department of Marketing and Supply Chain Management, Department of Management Information Systems, Fox School of Business, Temple University, Philadelphia, PA  19122, United States; Marsden, J.R., Operations and Information Management, School of Business, Univer Connecticut, Storrs, CT  06269, United States; Ross, W.T., Jr., Marketing Department, School of Business, University of Connecticut, Storrs, CN, United States; Wang, G., Accounting and Management Information Systems, Alfred Lerner College of Business and Economics, University of Delaware, Newark, DE  19716, United States","This study investigates the impact of daily deals on local retailers’ (restaurants’) online ratings. We collected and utilized a comprehensive panel data set that combines information on restaurants’ deal offerings (Groupon or LivingSocial) with their Yelp review details. Although demonstrating a negative main effect of daily deals on a restaurant’s monthly average ratings, we worked to uncover the underlying mechanisms by focusing on the mediating role of consumers’ postconsumption perception. Our mediation analyses show that daily deals are associated with the reduction of both consumers’ perceived food quality and perceived service quality as revealed in review texts, which leads to subsequent declines in a restaurant’s online ratings. We further noted and studied two types of reviews that existed during the deal-redemption period: (1) reviews that mentioned daily deals (DD Reviews) and (2) reviews that did not mention daily deals (NDD Reviews). NDD Reviews are usually from regular customers, whereas DD Reviews are likely from a different base of customers, deal users. Our separate analyses demonstrate differential mediation processes between DD Reviews and NDD Reviews. For DD Reviews, both perceived food and service quality had mediation roles, suggesting a mismatch effect. That is, daily deals attract discount-focused consumers, including new customers, who are less likely to appreciate the food or service and, therefore, leave a negative review. In contrast, for NDD Reviews, only perceived service quality had a mediation role, suggesting a negative externality effect. That is, the large volume of deal redemptions by deal users may induce a longer waiting time (to be seated and/or served) and, thus, reduced perceived service quality for regular customers. These results deepen our understanding of the impact of daily deals on business online reputation and provide important practical guidance to both local retailers and daily deal platforms. Copyright: © 2020 INFORMS","Daily deal; Electronic word of mouth; Groupon; Mediation; Mismatch; Negative externality; Service; Text mining","Quality of service; Mediation analysis; Mismatch effects; Negative externalities; Perceived service qualities; Practical guidance; Regular customers; Separate analysis; Service Quality; Sales",Article,"Final","",Scopus,2-s2.0-85097992584
"Saldanha T.J.V., Lee D., Mithas S.","55452170100;57221245379;8837646800;","Aligning information technology and business: The differential effects of alignment during investment planning, delivery, and change",2020,"Information Systems Research","31","4",,"1260","1281",,8,"10.1287/isre.2020.0944","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097976020&doi=10.1287%2fisre.2020.0944&partnerID=40&md5=bac7301ac76fa11885cb144ef84d4678","Terry College of Business, University of Georgia, Athens, GA  30602, United States; School of Business and Management, Hong Kong University of Science and Technology, Kowloon, Hong Kong; Muma College of Business, University of South Florida, Tampa, FL  33620, United States","Saldanha, T.J.V., Terry College of Business, University of Georgia, Athens, GA  30602, United States; Lee, D., School of Business and Management, Hong Kong University of Science and Technology, Kowloon, Hong Kong; Mithas, S., Muma College of Business, University of South Florida, Tampa, FL  33620, United States","When does information technology (IT)–business alignment matter most for leveraging IT investment for firm performance? Drawing on dynamic capabilities theory, we posit that firms that focus on IT–business alignment at the later stages (i.e., the IT delivery stage and IT change stage) of the IT lifecycle are better able to translate their IT investment into revenue than firms that focus on IT–business alignment at the early stage (i.e., IT investment planning stage) of the IT lifecycle. To test our theory, we leverage archival data from more than 120 firms in India that differ in terms of where in the IT lifecycle they focused on IT–business alignment as the key priority. We find that the positive relationship between IT investment and firm revenue is stronger for firms that focus on IT delivery alignment or IT change alignment than for firms that focus on IT investment planning alignment. In addition, we find that at higher levels of IT investment, firms that focus on IT change alignment or IT delivery alignment have higher revenue than firms that focus on IT investment planning alignment, whereas at low levels of IT investment, firms that focus on IT investment planning alignment outperform firms that focus on IT delivery alignment or IT change alignment. Overall, the study contributes by documenting that IT–business alignment at the IT delivery stage and IT change stage of the IT lifecycle are more critical for leveraging IT investment for firm performance than IT–business alignment at the IT investment planning stage. Copyright: © 2020 INFORMS","Alignment; Business alignment; Firm performance; Information technology; IT; IT alignment; IT change; IT delivery; IT investment planning; IT investments; Revenue; Strategic alignment","Alignment; Economics; Life cycle; Archival data; Differential effect; Firm Performance; Investment planning; IT investments; ON dynamics; Investments",Article,"Final","",Scopus,2-s2.0-85097976020
"Bimpikis K., Elmaghraby W.J., Moon K., Zhang W.","24478710000;6603357603;57201523654;57220210497;","Managing market thickness in online business-to-business markets",2020,"Management Science","66","12",,"5783","5822",,8,"10.1287/mnsc.2019.3497","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097285692&doi=10.1287%2fmnsc.2019.3497&partnerID=40&md5=0ea068bb9962b464d7eb4fab069cb28e","Graduate School of Business, Stanford University, Stanford, CA  94305, United States; Robert H. Smith School of Business, University of Maryland, College Park, MD  20742, United States; Wharton School, University of Pennsylvania, Philadelphia, PA  19104, United States; Kelley School of Business, University of Indiana, Bloomington, IN  47405, United States","Bimpikis, K., Graduate School of Business, Stanford University, Stanford, CA  94305, United States; Elmaghraby, W.J., Robert H. Smith School of Business, University of Maryland, College Park, MD  20742, United States; Moon, K., Wharton School, University of Pennsylvania, Philadelphia, PA  19104, United States; Zhang, W., Kelley School of Business, University of Indiana, Bloomington, IN  47405, United States","We explore marketplace design in the context of a business-to-business platform specializing in liquidation auctions. Even when the platform's aggregate levels of supply and demand remain fixed, we establish that the platform's ability to use its design levers to manage the availability of supply over time yields significant value. We study two such levers, each using the platform's availability of supply as a means to incentivize participation from buyers who decide strategically when/how often to participate. First, the platform's listing policy sets the ending times of incoming auctions (hence, the frequency of market clearing). Exploiting a natural experiment, we illustrate that consolidating auctions' ending times to certain weekdays increases the platform's revenues by 7.3% mainly by inducing a higher level of bidder participation. The second lever is a recommendation system that can be used to reveal information about real-time market thickness to potential bidders. The optimization of these levers highlights a novel trade-off. Namely, when the platform consolidates auctions' ending times, more bidders may participate in the marketplace (demand-side competition); but ultimately auctions for substitutable goods cannibalize one another (supply-side competition). To optimize these design decisions, we estimate a structural model that endogenizes bidders' dynamic behavior, that is, their decisions on whether/how often to participate in the marketplace and how much to bid. We find that appropriately designing a recommendation system yields an additional revenue increase (on top of the benefits obtained by optimizing the platform's listing policy) by reducing supply-side cannibalization and altering the composition of participating bidders. © 2020 INFORMS.","Market clearing; Market thickness; Matching supply with demand; Natural experiment; Online markets; Structural estimation","Commerce; Competition; Economic and social effects; Fixed platforms; Business to business; Design decisions; Dynamic behaviors; Natural experiment; Potential bidders; Real-time market; Structural modeling; Supply and demand; Recommender systems",Article,"Final","",Scopus,2-s2.0-85097285692
"Moeliono M., Brockhaus M., Gallemore C., Dwisatrio B., Maharani C.D., Muharrom E., Pham T.T.","13408013700;51565722800;17233594100;56700250200;56700441400;55443128500;25928836400;","REDD+ in Indonesia: A new mode of governance or just another project?",2020,"Forest Policy and Economics","121",,"102316","","",,8,"10.1016/j.forpol.2020.102316","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092173212&doi=10.1016%2fj.forpol.2020.102316&partnerID=40&md5=69f7c2e58198c2d279a99ca09a3c0762","Center for International Forestry Research, Jalan CIFOR, Situ Gede, Sindang Barang, Bogor, Barat  16115, Indonesia; Department of Forest Sciences, University of Helsinki, P.O. Box 4, Yliopistonkatu 3, Helsinki, Finland; International Affairs Program, Lafayette College, 730 High St, Easton, PA  18042, United States; Center for International Forestry Research, 17A Nguyen Khang Street, Cau Giay District, Hanoi, 100000, Viet Nam","Moeliono, M., Center for International Forestry Research, Jalan CIFOR, Situ Gede, Sindang Barang, Bogor, Barat  16115, Indonesia; Brockhaus, M., Center for International Forestry Research, Jalan CIFOR, Situ Gede, Sindang Barang, Bogor, Barat  16115, Indonesia, Department of Forest Sciences, University of Helsinki, P.O. Box 4, Yliopistonkatu 3, Helsinki, Finland; Gallemore, C., International Affairs Program, Lafayette College, 730 High St, Easton, PA  18042, United States; Dwisatrio, B., Center for International Forestry Research, Jalan CIFOR, Situ Gede, Sindang Barang, Bogor, Barat  16115, Indonesia; Maharani, C.D., Center for International Forestry Research, Jalan CIFOR, Situ Gede, Sindang Barang, Bogor, Barat  16115, Indonesia; Muharrom, E., Center for International Forestry Research, Jalan CIFOR, Situ Gede, Sindang Barang, Bogor, Barat  16115, Indonesia; Pham, T.T., Center for International Forestry Research, 17A Nguyen Khang Street, Cau Giay District, Hanoi, 100000, Viet Nam","Reducing Emission from Deforestation and Forest Degradation (REDD+), was adopted in Indonesia with an ambitious vision to promote a new mode of governance for Indonesia's forest, replacing a mode of ‘projectification’. Projectification, as described by Li (2016), is understood as a process through which plans for systematic long-term change collapse into incremental, simplified technical solutions. These proposals often fail to address complex socio-economic problems and political-economic contexts, allowing large-scale deforestation drivers to persist. We analyze whether Indonesia is on track toward transformational change or is conversely locked into projectification. We construct our analysis using results from a long-term study comprising surveys in 2012, 2015, and 2019 analyzing the evolving role of REDD+ in Indonesian forest governance. Combining qualitative and quantitative analysis, we examine changes in (i) discursive practices and policy beliefs; (ii) institutions and power relations; and (iii) informal networking relationships. Our findings show that despite high hopes and some promising developments, REDD+ has not yet fully succeeded in creating transformational change. Ideas of REDD+ remain focused on efficiency and technical aspects of implementation and do not question business as usual and the current political economic conditions favoring deforestation. The changing structure of the REDD+ policy network and exchanges between actors and groups over time suggest government actors and large funding organizations are becoming increasingly dominant, potentially indicating a return to established patterns of project-based governance. © 2020 Elsevier B.V.","Policy network analysis; Projectification; REDD+; Transformational change","Economics; Forestry; Changing structures; Economic condition; Forest degradation; Qualitative and quantitative analysis; Reducing emissions; Socio-economic problems; Technical aspects; Technical solutions; Deforestation; Deforestation; Economics; Forestry; Indonesian; Patterns; Processes; Quantitative Analysis; Surveys",Article,"Final","",Scopus,2-s2.0-85092173212
