Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Document Type,Publication Stage,Open Access,Source,EID
"Lv S., He Z., Wang G., Vining G.","56692244900;57202705189;56413167900;6701390792;","Simultaneous optimization of quality and censored reliability characteristics with constrained randomization experiment",2022,"Quality Technology and Quantitative Management","19","3",,"299","318",,1,"10.1080/16843703.2021.2015826","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122264969&doi=10.1080%2f16843703.2021.2015826&partnerID=40&md5=8dc1f70e86f21fa138da8a48ee462a61","School of Economics and Management, Hebei University of Technology, Tianjin, China; College of Management and Economics, Tianjin University, Tianjin, China; Department of Management Engineering, Zhengzhou University of Aeronautics, Zhengzhou, China; Department of Statistics, Virginia Tech, Blacksburg, United States","Lv, S., School of Economics and Management, Hebei University of Technology, Tianjin, China; He, Z., College of Management and Economics, Tianjin University, Tianjin, China; Wang, G., Department of Management Engineering, Zhengzhou University of Aeronautics, Zhengzhou, China; Vining, G., Department of Statistics, Virginia Tech, Blacksburg, United States","Product quality and reliability characteristics are important considerations for all manufacturers in the product and process design. Industrial experiments may include both quality and reliability characteristics with the goal to obtain a compromise optimization of the two responses. In many cases, such experiments do not use a completely randomized design. Instead, they involve a more complicated experimental protocol, for example, subsampling, blocking, and split-plot structure. This paper presents a framework for the simultaneous optimization of quality and reliability characteristics with random effects. The paper provides a linear mixed model for quality characteristic and a nonlinear mixed model for Type I censored lifetime to incorporate random effects in the analysis. Subsequently, the desirability function approach is used to obtain a trade-off between the quality and reliability characteristics. The mixed models in this paper can incorporate information from all censored test stands and random effects. The proposed framework provides engineers with an appropriate approach to simultaneously optimize the quality and reliability characteristics with random effects. The paper used a case study to illustrate the proposed framework. A simulation study is also considered to present the necessary of incorporating random effects in the modelling stage. © 2021 International Chinese Association of Quantitative Management.","mixed models; multi-response optimization; Quality characteristic; random effects; reliability characteristic","Constrained optimization; Economic and social effects; Product design; Reliability; Industrial experiments; Mixed modeling; Multiresponses optimization; Product reliability; Products quality; Quality characteristic; Random effects; Randomisation; Reliability characteristics; Simultaneous optimization; Random processes",Article,"Final","",Scopus,2-s2.0-85122264969
"Nguyen W.P.V., Dusadeerungsikul P.O., Nof S.Y.","57204945314;57204004221;7006303804;","Plant stress propagation detection and monitoring with disruption propagation network modelling and Bayesian network inference",2022,"International Journal of Production Research","60","2",,"723","741",,1,"10.1080/00207543.2021.2009139","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85121432455&doi=10.1080%2f00207543.2021.2009139&partnerID=40&md5=3d76c1959717576876e1f3f256dbef5c","PRISM Global Research Network, School of Industrial Engineering, Purdue University, West Lafayette, IN, United States; PRISM Center, School of Industrial Engineering, Purdue University, West Lafayette, IN, United States","Nguyen, W.P.V., PRISM Global Research Network, School of Industrial Engineering, Purdue University, West Lafayette, IN, United States; Dusadeerungsikul, P.O., PRISM Global Research Network, School of Industrial Engineering, Purdue University, West Lafayette, IN, United States; Nof, S.Y., PRISM Center, School of Industrial Engineering, Purdue University, West Lafayette, IN, United States","Plant stresses and diseases cause major losses to agricultural productivity and quality. Left unchecked, stresses and diseases can spread and propagate to nearby plants, causing even more damage, necessitating early detection. To address this challenge, the Agricultural Robotic System for Plant Stress Propagation Detection (ARS/PSPD) is developed. In this cyber-physical system, the robot agents are assigned scanning tasks to detect stresses in greenhouse plants. The problem of plant stress propagation detection is formulated with disruption propagation network modelling, which captures the plant stress occurrence and propagation mechanisms. The network modelling enables better situation awareness and augments the development of advanced collaborative scanning protocols. Five collaborative scanning protocols are designed and implemented in this research, with one protocol serving as a baseline, three protocols utilising disruption propagation network analysis, and one protocol utilising Bayesian network inference. The scanning protocols minimise errors and conflicts in scanning task allocation and enable better plant stress detection. The five ARS/PSPD collaborative scanning protocols are validated with numerical experiments, using agricultural greenhouses as experiment settings. The experiments show that the scanning protocol using Bayesian network inference outperforms all other protocols in all scenarios, with 16.92% fewer undetected plant stresses and 12.28% fewer redundant scans. © 2021 Informa UK Limited, trading as Taylor & Francis Group.","Bayesian methods; Bayesian network; cyber-physical systems; disruption propagation; plant stress","Agriculture; Bayesian networks; Cyber Physical System; Damage detection; Greenhouses; Internet protocols; Productivity; Scanning; Stresses; Agricultural robotics; Bayesia n networks; Bayesian methods; Bayesian Network inference; Disruption propagation; Model networks; Network models; Plant stress; Robotic systems; Stress propagation; Embedded systems",Article,"Final","",Scopus,2-s2.0-85121432455
"Wang Q., Cheng L., Craighead C.W., Li J.J.","56971744300;57201535429;6602588426;9434943800;","The roles of locus of causality and buyer attribution in resolution of recurrent supplier-induced disruptions",2022,"Journal of Operations Management","68","1",,"55","93",,1,"10.1002/joom.1165","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85120310709&doi=10.1002%2fjoom.1165&partnerID=40&md5=cb7b40313551b6b90770c27726ccdb65","Division of Marketing and Supply Chain Management, The Price College of Business, University of Oklahoma, Norman, OK, United States; Department of MIS, Operations Management and Decision Sciences, School of Business, University of Dayton, Dayton, OH, United States; Department of Supply Chain Management, Haslam College of Business, 311 Stokely Management Center, University of Tennessee, Knoxville, TN, United States; Department of Marketing, City University of Hong Kong, Tat Chee Avenue, Kowloon, Hong Kong","Wang, Q., Division of Marketing and Supply Chain Management, The Price College of Business, University of Oklahoma, Norman, OK, United States; Cheng, L., Department of MIS, Operations Management and Decision Sciences, School of Business, University of Dayton, Dayton, OH, United States; Craighead, C.W., Department of Supply Chain Management, Haslam College of Business, 311 Stokely Management Center, University of Tennessee, Knoxville, TN, United States; Li, J.J., Department of Marketing, City University of Hong Kong, Tat Chee Avenue, Kowloon, Hong Kong","While the literature tends to take a dichotomous view of supplier-induced disruptions, we take a continuum perspective: a buyer perceives a disruption induced by the supplier to varying degrees (i.e., attributing varying levels of responsibility to the supplier), thus affecting the buyer's decisions in switching suppliers. By focusing on the recurrent disruptions, we argue that imputed buyers' attributions of responsibility are characterized by disruptions' recurrent nature and locus of causality—whether the disruptions were repeatedly triggered by recurrent events internal or external to the supplier. Furthermore, while previous studies have identified either buyers' attributions of disruptions or suppliers' justice approaches (to resolve disruptions) as independent factors driving buyers' decisions, we integrate attribution and justice theories and investigate their combined effect—how responsibility attributions affect buyers' switching intentions given suppliers' justice approaches. Using three vignette-based studies of 705 purchasing managers (supplemented by three robustness check studies), we show that distributive justice attenuates the damaging impact of disruptions triggered by suppliers' internal incidents (internal locus) on buyers' switching intentions, whereas procedural and interactional justice are more instrumental in disruptions triggered by external events (external locus). We conclude by offering substantive guidance for suppliers regarding appropriate actions in preserving the relationship. © 2021 Association for Supply Chain Management, Inc.",,"Supply chain management; Causality; Combined effect; Justice; Locus of causality; Recurrent events; Responsibility attribution; Supply-induced disruption; Switching intentions; Sales",Article,"Final","",Scopus,2-s2.0-85120310709
"Biglari S., Mayo L., Beynaghi A., Maknoon R., Moztarzadeh F., Mozafari M.","57224288810;57193347413;55331058600;24473126100;6602183442;57191578867;","Rethinking the brain drain: A framework to analyze the future behavior of complex socio-economic systems",2022,"Futures","135",,"102835","","",,1,"10.1016/j.futures.2021.102835","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85118866978&doi=10.1016%2fj.futures.2021.102835&partnerID=40&md5=9e7696a7e4bcc00dbe00a1b7bf7e1906","Technology Foresight Group, Department of Management, Science and Technology, Amirkabir University of Technology, Tehran, Iran; Centre for Postnormal Policy and Futures Studies, London, United Kingdom; School of Social Sciences, University of The Sunshine Coast, Sunshine Coast, Australia; Office of Sustainability, Amirkabir University of Technology, Tehran, Iran; Department of Tissue Engineering & Regenerative Medicine, Faculty of Advanced Technologies in Medicine, Iran University of Medical Sciences, Tehran, Iran","Biglari, S., Technology Foresight Group, Department of Management, Science and Technology, Amirkabir University of Technology, Tehran, Iran; Mayo, L., Centre for Postnormal Policy and Futures Studies, London, United Kingdom, School of Social Sciences, University of The Sunshine Coast, Sunshine Coast, Australia; Beynaghi, A., Office of Sustainability, Amirkabir University of Technology, Tehran, Iran; Maknoon, R., Technology Foresight Group, Department of Management, Science and Technology, Amirkabir University of Technology, Tehran, Iran; Moztarzadeh, F., Technology Foresight Group, Department of Management, Science and Technology, Amirkabir University of Technology, Tehran, Iran; Mozafari, M., Department of Tissue Engineering & Regenerative Medicine, Faculty of Advanced Technologies in Medicine, Iran University of Medical Sciences, Tehran, Iran","The brain drain crisis is among the most challenging issues of many developing countries, attributed to the compounding effects of multiple factors. As communities and their challenges become more complex, new sets of mixed research tools that critically investigate these issues as whole systems rather than isolated parts are crucial for future decision makings. In light of this, mixed research approaches offer the chance to overcome most of the limitations of individual methods and provide potential solutions to complicated problems that are more in-depth than a single form of research method. In this paper, by drawing on the complementary characteristics of Causal Layered Analysis and Participatory System Dynamics, a mixed approach for investigating the future behaviors of complex socio-economic systems and exploring the effectiveness of various policy interventions over time is proposed. Moreover, Iran's brain drain case study is presented for further assessment of the proposed approach. The implication of the proposed approach to skills mobility or the so-called brain drain phenomenon is the undisputable role of human capital efficiency in the future developments of the nation. Through this approach, in the first step, an issue is critically analyzed and unpacked into four layers, namely as litany, structure, worldview, and metaphor. In the second step, a participatory approach is implemented to systematically model the issue based on the results of the previous step via five stages. The utility of this approach is its ability to critically examine the future behaviors of complex systems under the effect of different policy interventions and scenarios. Therefore, the proposed approach will generate theoretical value for researchers in the field of futures studies and harbor practical value for policymakers who seek a better mechanism to critically investigate complex socio-economic systems. © 2021 Elsevier Ltd","Brain drain; Causal layered analysis; Mixed research approach; Participatory system dynamics modelling; Skills mobility","brain drain; decision making; human capital; participatory approach; research work; socioeconomic survey",Article,"Final","",Scopus,2-s2.0-85118866978
"Barbosu S., Gans J.S.","57285896000;7005367578;","Storm crowds: Evidence from Zooniverse on crowd contribution design",2022,"Research Policy","51","1","104414","","",,1,"10.1016/j.respol.2021.104414","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85118849360&doi=10.1016%2fj.respol.2021.104414&partnerID=40&md5=dd9f0d9051b1e8ba724a8bcb56174039","Alfred P. Sloan Foundation, United States; Rotman School of Management, University of Toronto, Canada; NBER, United States","Barbosu, S., Alfred P. Sloan Foundation, United States; Gans, J.S., Rotman School of Management, University of Toronto, Canada, NBER, United States","What is the impact of platform design on crowdsourcing contributions? The proliferation of platforms with distributed content production, such as Wikipedia, Zooniverse, and others, has led to scholarly interest in understanding why individuals contribute to them. One stream of research has investigated contributor motivations, while another growing stream, scattered across several disciplines, has explored the effect of platform design on contributions. One important design element is the extent to which incomplete, or partial, contributions are possible - a concept we refer to in this paper as “tolerance to incompleteness.” We explore the relationship between this design element and crowds’ willingness to contribute in the context of Zooniverse, the world's largest citizen science platform. Our quasi-experimental empirical approach exploits a format change that decreased tolerance to incompleteness in one Zooniverse project. The results of a difference-in-differences estimation show that after the format change, editors contributed fewer total edits, but more complete edits than predicted in the absence of a change. Users also spent less time contributing to the project post-change. Moreover, we find a trade-off between the quantity and quality of complete edits, with the quality of complete edits lower post-change. Our findings have implications for the design of a growing number of crowdsourcing platforms that involve simple, independent, and well-structured tasks. © 2021 Elsevier B.V.","Citizen science; Crowdsourcing; Difference-in-differences; Natural experiment; Zooniverse","Economic and social effects; Citizen science; Content production; Design elements; Difference-in-differences; Differences-in-differences; Distributed content; Format change; Natural experiment; Platform design; Zooniverse; Crowdsourcing",Article,"Final","",Scopus,2-s2.0-85118849360
"Jia J., Anser M.K., Peng M.Y.-P., Nassani A.A., Haffar M., Zaman K.","57316506000;57201617089;57162108500;57192275707;55513099300;36544506000;","Economic and ecological complexity in the wake of COVID-19 pandemic: evidence from 60 countries",2022,"Economic Research-Ekonomska Istrazivanja ","35","1",,"3397","3415",,1,"10.1080/1331677X.2021.1996257","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85118225209&doi=10.1080%2f1331677X.2021.1996257&partnerID=40&md5=973b22ce3e85bc1cc34d4ad69f765cba","Party School of Lianyungang Municipal Committee of C.P.C, Lianyungang, Jiangsu, China; School of Public Administration, Xi'an University of Architecture and Technology, Xi'an, China; School of Economics & Management, Foshan University, Foshan, China; Department of Management, College of Business Administration, King Saud University, Riyadh, Saudi Arabia; Department of Management, Birmingham Business School, University of Birmingham, Birmingham, United Kingdom; Department of Economics, University of Haripur, Haripur Khyber Pakhtunkhwa, Pakistan","Jia, J., Party School of Lianyungang Municipal Committee of C.P.C, Lianyungang, Jiangsu, China; Anser, M.K., School of Public Administration, Xi'an University of Architecture and Technology, Xi'an, China; Peng, M.Y.-P., School of Economics & Management, Foshan University, Foshan, China; Nassani, A.A., Department of Management, College of Business Administration, King Saud University, Riyadh, Saudi Arabia; Haffar, M., Department of Management, Birmingham Business School, University of Birmingham, Birmingham, United Kingdom; Zaman, K., Department of Economics, University of Haripur, Haripur Khyber Pakhtunkhwa, Pakistan","The coronavirus disease 2019 is a deadly disease that globally infected millions of people. It enormously increases economies national healthcare bills and death tolls that deprive the global world. The negative environmental externality further strains the country's healthcare sustainability agenda, causing to decline in global income. The study evaluates the different socio-economic and environmental factors to assess ecological complexity in a large, cross-country data set that includes 60 countries. The study used the following variables for estimation, i.e., coronavirus cases, cost of carbon emissions, per capita economic growth, foreign direct investment inflows, and population growth. Markov Switching Regression, VAR Granger causality and variance decomposition analysis applied on the given dataset. The results show that the COVID-19 cases have a rebound effect on environmental quality. Economic activities started after a lifted lockdown, and unsustainable production and consumption led to a deteriorating natural environment. The U-shaped relationship is found between carbon pollution and per capita income. On the other hand, the inverted U-shaped relationship is found between coronavirus cases and carbon pollution. The foreign direct investment inflows and population density increases carbon pollution. The study concludes that stringent environmental policies and incentive-based regulations help to minimize coronavirus cases and mitigate carbon pollution. © 2021 The Author(s). Published by Informa UK Limited, trading as Taylor & Francis Group.","Carbon damages; COVID-19 pandemic; FDI inflows; GDP per capita; population density; switching regression","capital flow; carbon emission; COVID-19; disease spread; economic growth; environmental economics; environmental factor; epidemic; foreign direct investment; Gross Domestic Product; population density; population growth; regression analysis; socioeconomic conditions",Article,"Final","",Scopus,2-s2.0-85118225209
"Lu G., Lee H., Son J.","56323901500;57223233701;55670033800;","Product variety in local grocery stores: Differential effects on stock-keeping unit level sales",2022,"Journal of Operations Management","68","1",,"33","54",,1,"10.1002/joom.1158","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85118175387&doi=10.1002%2fjoom.1158&partnerID=40&md5=f6902ee2485669d8d8bbb1832d708fa2","Department of Business Analytics, Information Systems and Supply Chain, College of Business, Florida State University, Tallahassee, FL, United States; Department of Logistics, Service and Operations Management, Korea University Business School, Korea University, Seoul, South Korea; Department of Business Administration, Alfred Lerner College of Business & Economics, University of Delaware, Newark, DE, United States","Lu, G., Department of Business Analytics, Information Systems and Supply Chain, College of Business, Florida State University, Tallahassee, FL, United States; Lee, H., Department of Logistics, Service and Operations Management, Korea University Business School, Korea University, Seoul, South Korea; Son, J., Department of Business Administration, Alfred Lerner College of Business & Economics, University of Delaware, Newark, DE, United States","We empirically examine the effect of product variety on sales at the stock-keeping unit (SKU) level. Prior empirical operations management studies generally treat product variety as a single-dimensional measure (e.g., the number of SKUs carried by the store, distribution center, or firm) and study its impact on aggregate sales (e.g., sales at the store, distribution center, or firm). As such, SKUs from different brands are assumed to contribute equally to total sales, which is not always the case. To address this, we need to conceptualize product variety within brands and investigate its impact on sales at a more granular level. In this study, we propose and theoretically articulate two product variety dimensions (within-brand variety [WV] and average WV of other brands [AWVO]) to investigate the mechanisms that connect product variety to SKU-level sales. Using a detailed transaction dataset from a local grocery retailer, we first show that product variety conceptualized within brands (i.e., the mean of WVs [MWV]) does have an impact on aggregate subcategory sales, as the literature suggests. At the SKU level, we find WV increases same-brand SKU sales, while AWVO reduces it. Our work provides an alternative explanation to the inverted U-shaped relationship between product variety and aggregate sales observed in the literature: Increasing variety only increases sales of SKUs belonging to the brand whose variety has increased, while it decreases sales of the other SKUs. We also find that variety effects vary significantly across different profitability levels and product categories. Product variety appears to have the strongest positive effect on high-margin products. The impact of product variety on specific product category sales varies from as high as 11% to negligible. We further discuss the practical value of our findings and show the robustness of our results through multiple tests while addressing endogeneity using the control function approach. © 2021 Association for Supply Chain Management, Inc.",,"Aggregates; Profitability; Warehouses; Category contingency; Differential effect; Distribution centres; Empirical operations managements; Grocery stores; Product categories; Product variety; Profitability contingency; Stock keeping unit; Stock-keeping unit-level analyse; Sales",Article,"Final","",Scopus,2-s2.0-85118175387
"Tian L., Pu W., Su C.-H., Chen M.-H., Lin Y.-X.","57192272954;57297714900;57207774471;7406348919;57205262983;","Asymmetric effects of China’s tourism on the economy at the city level: a moderating role of spatial disparities in top level tourist attractions",2022,"Current Issues in Tourism","25","16",,"2648","2664",,1,"10.1080/13683500.2021.1987397","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85117227633&doi=10.1080%2f13683500.2021.1987397&partnerID=40&md5=0449ae0a2dcb9c75a566ea4c5512f3c1","School of Business and Tourism Management, Yunnan University, Kunming, China; Department of Apparel, Events, and Hospitality, Management, College of Human Sciences, Iowa State University, Ames, IA, United States; Tourism and Social Administration College, Nanjing Xiaozhuang University, Nanjing, China; School of Hospitality Business Management, Carson College of Business, Washington State University, Pullman, WA, United States; School of Recreational Sports and Tourism, Beijing Sport University, Beijing, China; School of Tourism and Urban-Rural Planning, Zhejiang Gongshang University, Hangzhou, China","Tian, L., School of Business and Tourism Management, Yunnan University, Kunming, China; Pu, W., School of Business and Tourism Management, Yunnan University, Kunming, China; Su, C.-H., Department of Apparel, Events, and Hospitality, Management, College of Human Sciences, Iowa State University, Ames, IA, United States; Chen, M.-H., Tourism and Social Administration College, Nanjing Xiaozhuang University, Nanjing, China, School of Hospitality Business Management, Carson College of Business, Washington State University, Pullman, WA, United States, School of Recreational Sports and Tourism, Beijing Sport University, Beijing, China; Lin, Y.-X., School of Tourism and Urban-Rural Planning, Zhejiang Gongshang University, Hangzhou, China","This study complements the tourism literature by proposing an asymmetrical effect of the tourism-led growth hypothesis on the city-level economy using panel data from 331 cities in China from 2004 to 2015 (3,972 observations). The results, based on an augmented Solow model and the system-generalized method of moments (GMM), reveal that the impact of tourism on city-level economic growth is indeed asymmetric and heterogeneous, depending on the presence of top-level attractions (TL), which are proxied by the World Heritage Sites or AAAAA (5A) scenic spots. The dynamic panel threshold model’s results also corroborate the asymmetric threshold effect of tourism on city-level economic growth. Tourism, in particular, has facilitated positive and significant economic growth in cities with TL but has had an uncertain and statistically insignificant impact on cities without it. The findings indicate that the validity of tourism-led growth depends on the availability and number of TL in each city, which serve as a moderator. As a result, we confirm tourism’s asymmetric effect and spatial heterogeneity on urban economic growth. © 2021 Informa UK Limited, trading as Taylor & Francis Group.","Asymmetry effect; economic growth; spatial heterogeneity; threshold model; top-level attractions; tourism","asymmetry; economic growth; heterogeneity; panel data; tourism; tourist attraction; China",Article,"Final","",Scopus,2-s2.0-85117227633
"Zhang X., Li F., Xu Y., Ortiz J.","57216167241;57204155435;57189061158;57195275294;","Economic uncertainty and bank risk: the moderating role of risk governance",2022,"Economic Research-Ekonomska Istrazivanja ","35","1",,"1639","1657",,1,"10.1080/1331677X.2021.1985568","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85116399965&doi=10.1080%2f1331677X.2021.1985568&partnerID=40&md5=41427ec03c8ffff1113310832d2a8789","School of Finance, Renmin University of China, Beijing, China; School of Economics and Management, University of Science and Technology Beijing, Beijing, China; College of Technology, University of Houston, Houston, TX, United States","Zhang, X., School of Finance, Renmin University of China, Beijing, China; Li, F., School of Finance, Renmin University of China, Beijing, China; Xu, Y., School of Economics and Management, University of Science and Technology Beijing, Beijing, China; Ortiz, J., College of Technology, University of Houston, Houston, TX, United States","Uncertainty is an economically important risk factor in the banking sector. Using a sample of Chinese listed commercial banks over the period 2005 − 2018, this research conducted pooled OLS and found evidence that economic uncertainty significantly increases bank risk and lowers profitability. Furthermore, we constructed a partial equilibrium model to explain how risk governance alters the risk-increasing effect and profit-decreasing effect of economic uncertainty on bank risk and profitability. Consistent with theory, empirical results suggested the effects of economic uncertainty on bank risk and performance tend to be considerably weaker when there exists a strong risk governance mechanism. These findings stand when subjected to several endogeneity and robustness checks. Risk governance plays a key role in weakening the detrimental consequences of economic uncertainty on banks and promoting a sustainable growth of the banking sector. A financial regulator entity should require banks to establish a sound risk governance system in order to mitigate financial systemic risk and safeguard overall financial stability. © 2021 The Author(s). Published by Informa UK Limited, trading as Taylor & Francis Group.","bank performance; bank risk; C33; C81; economic uncertainty; financial stability; G21; risk governance","banking; economic conditions; financial market; governance approach; industrial performance; profitability; risk assessment; uncertainty analysis; China",Article,"Final","",Scopus,2-s2.0-85116399965
"Al-Kasasbeh M., Olimat H., Abudayyeh O., Al-Shboul O., Shehadeh A.","57218534250;57282654600;7004251417;57284001900;57226140742;","DEA-based multi-criteria selection model and framework for design-build contracting",2022,"International Journal of Management Science and Engineering Management","17","1",,"25","36",,1,"10.1080/17509653.2021.1982422","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85116310310&doi=10.1080%2f17509653.2021.1982422&partnerID=40&md5=19db107de856d0422768dbccecfc73ac","Department of Civil Engineering, Faculty of Engineering, The Hashemite University, Zarqa, 13133, Jordan; Civil and Construction Engineering Department, Western Michigan University, Kalamazoo, MI, United States; Department of Civil Engineering, Yarmouk University, Irbid, Jordan","Al-Kasasbeh, M., Department of Civil Engineering, Faculty of Engineering, The Hashemite University, Zarqa, 13133, Jordan; Olimat, H., Civil and Construction Engineering Department, Western Michigan University, Kalamazoo, MI, United States; Abudayyeh, O., Civil and Construction Engineering Department, Western Michigan University, Kalamazoo, MI, United States; Al-Shboul, O., Department of Civil Engineering, Faculty of Engineering, The Hashemite University, Zarqa, 13133, Jordan; Shehadeh, A., Department of Civil Engineering, Yarmouk University, Irbid, Jordan","The design-build project delivery method allows owners to deal with a single source of responsibility for the design and construction phases of a facility. Due to its inherent complexity, there is a serious need for an optimal mechanism that can identify and select qualified organizations to successfully deliver projects under this technique. Therefore, the goal of the research project presented in this paper is to develop a multi-criteria decision-making model and framework that will assist owners in selecting qualified design-build organizations. The Data Envelopment Analysis (DEA) technique is utilized for developing an efficient multi-criteria selection model and framework that are based on the identified quantitative and qualitative criteria. The DEA-based multi-criteria decision-making framework provides a hybrid methodology that integrates the DEA linear programming approach with the importance weights of each of the identified criteria. As such, the DEA-based multi criteria selection framework proposed in this research endeavor addresses the identified limitations of existing models and provides an effective, robust, and consistent selection model coupled with a flexible framework that allows for screening bidders based on both the preferred values as set by the owner and the full DEA core model criteria. © 2021 International Society of Management Science and Engineering Management.","data envelopment analysis; Design-build; prequalification; project delivery",,Article,"Final","",Scopus,2-s2.0-85116310310
"Jain A., Soojin Yoon F., Kang K., Hastak M.","57279587700;57280014400;57201529081;57216821155;","Implementation of the Data-Driven Analytics Protocol through Facility Management and Real Estate Industry Cases",2022,"Journal of Management in Engineering","38","1","04021077","","",,1,"10.1061/(ASCE)ME.1943-5479.0000894","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85116019938&doi=10.1061%2f%28ASCE%29ME.1943-5479.0000894&partnerID=40&md5=a7bed67ae66907f09e62c49ed15003e4","Arcadis, 703 Vinings Crest SE, Smyrna, GA  30080, United States; Construction Engineering Technology (CET), College of Engineering, Architecture, and Technology (CEAT), Oklahoma State Univ., 511 Engineering North, Stillwater, OK  74078, United States; Dept. of Engineering Technology, Indiana Univ.-Purdue Univ. Indianapolis, 799 W. Michigan St., Indianapolis, IN  46202, United States; Division of Construction Engineering and Management, Purdue Univ., 550 Stadium Mall Dr., West Lafayette, IN  47907, United States","Jain, A., Arcadis, 703 Vinings Crest SE, Smyrna, GA  30080, United States; Soojin Yoon, F., Construction Engineering Technology (CET), College of Engineering, Architecture, and Technology (CEAT), Oklahoma State Univ., 511 Engineering North, Stillwater, OK  74078, United States; Kang, K., Dept. of Engineering Technology, Indiana Univ.-Purdue Univ. Indianapolis, 799 W. Michigan St., Indianapolis, IN  46202, United States; Hastak, M., Division of Construction Engineering and Management, Purdue Univ., 550 Stadium Mall Dr., West Lafayette, IN  47907, United States","This research proposes a systematic data-driven analytics protocol and case studies that can help decision makers in the construction industry embrace the practice of using data to make critical choices. The protocol consists of six phases: (1) conceptualization, (2) design, (3) development, (4) refinement, (5) analysis, and (6) outcome. Two case studies, the Fire Engineering and Maintenance Department at a university in Indiana and housing market outlook and business expansion locations are conducted based on the proposed protocol. As a result of implementing the data-driven analytics protocol for the first case study, a budget strategy for preventive maintenance was established through activity prioritization and a clustering analysis. In the second case study, the future values for the land permits were predicted, and the counties with investment value in land availability were selected for strategic business expansion. Therefore, the proposed systematic protocol for analytics would help decision makers and employees comprehend projects and realize the importance of data-driven analytics, which would promote insights into long-term success in their organization. © 2021 American Society of Civil Engineers.","Analytics; Data-driven analytics protocol; Decision support tree; Forecasting analysis; K -mean clustering","Construction industry; Decision making; K-means clustering; Office buildings; Preventive maintenance; Trees (mathematics); Analytic; Business expansion; Case-studies; Data driven; Data-driven analytic protocol; Decision makers; Decision support tree; Decision supports; Forecasting analyse; K-means++ clustering; Decision support systems",Article,"Final","",Scopus,2-s2.0-85116019938
"Ang J.P., Dong F.","57220130491;56707595800;","The Effects and Counter-Effects of Unemployment and Stringency Responses to COVID-19: An International Analysis Using Simultaneous Equations Models",2022,"Applied Economics","54","11",,"1278","1300",,1,"10.1080/00036846.2021.1975634","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85115228377&doi=10.1080%2f00036846.2021.1975634&partnerID=40&md5=97d726f4cd85ee1c9ae0570801a67e69","Department of Business, Rogers State University, Claremore, United States; Department of Economics, Providence College, Providence, United States","Ang, J.P., Department of Business, Rogers State University, Claremore, United States; Dong, F., Department of Economics, Providence College, Providence, United States","By applying the data from 59 countries to simultaneous equations models with 3SLS and GMM estimations, we analyse the effects and counter-effects of stringency of movement restrictions on unemployment rate and COVID-19 infection cases. On the one hand, our results show that the unemployment rate rises when the governments impose more stringent movement restrictions. On the other hand, a higher unemployment rate leads the government to lower stringency of movement restrictions. Our findings provide evidence on the tradeoff between unemployment rates and infection cases under the government’s virus containment intervention policies. This allows the policymakers to find a balance between public health emergencies and the economy. We also find that the stringency is affected positively by infection cases, negatively by the number of hospital beds per capita and healthcare spending per capita; the number of infection cases is affected positively by urban population density and negatively by an individualism index; and the unemployment rate is affected negatively by GDP. © 2021 Informa UK Limited, trading as Taylor & Francis Group.","COVID-19 cases; movement restrictions; simultaneous equations models; stringency index; unemployment rate","COVID-19; disease control; disease spread; disease transmission; economic impact; governance approach; Gross Domestic Product; labor policy; movement; numerical model; policy making; public health; unemployment",Article,"Final","",Scopus,2-s2.0-85115228377
